ZIP,Territory ID,Territory Name,Region ID,Region Name,E/W ID,E/W Name,County,City,State
12190,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,HAMILTON,WELLS,NY
12192,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,WEST COXSACKIE,NY
12193,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,WESTERLO,NY
12194,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHOHARIE,WEST FULTON,NY
12195,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,WEST LEBANON,NY
12196,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,RENSSELAER,WEST SAND LAKE,NY
12197,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,OTSEGO,WORCESTER,NY
12198,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,RENSSELAER,WYNANTSKILL,NY
12201,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12202,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12203,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12204,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12205,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12206,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12207,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12208,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12209,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12210,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12211,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12212,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12214,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12220,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12222,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12223,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12224,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12225,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12226,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12227,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12228,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12229,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12230,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12231,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12232,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12233,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12234,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12235,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12236,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12237,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12238,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12239,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12240,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12241,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12242,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12243,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12244,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12245,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12246,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12247,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12248,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12249,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12250,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12252,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY COUNTY,,
12255,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12256,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY COUNTY,,
12257,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12260,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12261,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12288,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,ALBANY,NY
12301,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12302,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12303,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,SCHENECTADY,NY
12304,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,SCHENECTADY,NY
12305,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12306,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12307,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12308,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12309,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,SCHENECTADY,NY
12325,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12345,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHENECTADY,SCHENECTADY,NY
12401,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,KINGSTON,NY
12402,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,KINGSTON,NY
12404,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,ACCORD,NY
12405,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,ACRA,NY
12406,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,ARKVILLE,NY
12407,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,ASHLAND,NY
12409,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,BEARSVILLE,NY
12410,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,BIG INDIAN,NY
12411,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,BLOOMINGTON,NY
12412,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,BOICEVILLE,NY
12413,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,CAIRO,NY
12414,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,CATSKILL,NY
12416,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,CHICHESTER,NY
12417,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,CONNELLY,NY
12418,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,CORNWALLVILLE,NY
12419,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,COTTEKILL,NY
12420,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,CRAGSMOOR,NY
12421,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,DENVER,NY
12422,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,DURHAM,NY
12423,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,EAST DURHAM,NY
12424,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,EAST JEWETT,NY
12427,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,ELKA PARK,NY
12428,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,ELLENVILLE,NY
12429,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,ESOPUS,NY
12430,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,FLEISCHMANNS,NY
12431,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,FREEHOLD,NY
12432,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,GLASCO,NY
12433,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,GLENFORD,NY
12434,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,GRAND GORGE,NY
12435,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,GREENFIELD PARK,NY
12436,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,HAINES FALLS,NY
12438,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,HALCOTTSVILLE,NY
12439,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,HENSONVILLE,NY
12440,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,HIGH FALLS,NY
12441,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,HIGHMOUNT,NY
12442,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,HUNTER,NY
12443,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,HURLEY,NY
12444,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,JEWETT,NY
12446,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,KERHONKSON,NY
12448,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,LAKE HILL,NY
12449,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,LAKE KATRINE,NY
12450,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,LANESVILLE,NY
12451,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,LEEDS,NY
12452,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,LEXINGTON,NY
12453,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MALDEN ON HUDSON,NY
12454,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,MAPLECREST,NY
12455,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MARGARETVILLE,NY
12456,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MOUNT MARION,NY
12457,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MOUNT TREMPER,NY
12458,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,NAPANOCH,NY
12459,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,NEW KINGSTON,NY
12460,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ALBANY,OAK HILL,NY
12461,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,OLIVEBRIDGE,NY
12463,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,PALENVILLE,NY
12464,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,PHOENICIA,NY
12465,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,PINE HILL,NY
12466,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,PORT EWEN,NY
12468,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,PRATTSVILLE,NY
12469,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SCHOHARIE,PRESTON HOLLOW,NY
12470,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,PURLING,NY
12471,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,RIFTON,NY
12472,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,ROSENDALE,NY
12473,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,ROUND TOP,NY
12474,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,ROXBURY,NY
12475,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,RUBY,NY
12477,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,SAUGERTIES,NY
12480,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,SHANDAKEN,NY
12481,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,SHOKAN,NY
12482,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,SOUTH CAIRO,NY
12483,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,SPRING GLEN,NY
12484,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,STONE RIDGE,NY
12485,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,TANNERSVILLE,NY
12486,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,TILLSON,NY
12487,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,ULSTER PARK,NY
12489,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WAWARSING,NY
12490,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WEST CAMP,NY
12491,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WEST HURLEY,NY
12492,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,WEST KILL,NY
12493,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WEST PARK,NY
12494,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WEST SHOKAN,NY
12495,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WILLOW,NY
12496,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,GREENE,WINDHAM,NY
12498,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WOODSTOCK,NY
12501,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,AMENIA,NY
12502,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,ANCRAM,NY
12503,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,ANCRAMDALE,NY
12504,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,ANNANDALE ON HUDSON,NY
12506,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,BANGALL,NY
12507,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,BARRYTOWN,NY
12508,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,BEACON,NY
12510,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,BILLINGS,NY
12511,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,CASTLE POINT,NY
12512,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,CHELSEA,NY
12513,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,CLAVERACK,NY
12514,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,CLINTON CORNERS,NY
12515,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,CLINTONDALE,NY
12516,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,COPAKE,NY
12517,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,COPAKE FALLS,NY
12518,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,CORNWALL,NY
12520,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,CORNWALL ON HUDSON,NY
12521,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,CRARYVILLE,NY
12522,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,DOVER PLAINS,NY
12523,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,ELIZAVILLE,NY
12524,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,FISHKILL,NY
12525,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,GARDINER,NY
12526,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,GERMANTOWN,NY
12527,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,GLENHAM,NY
12528,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,HIGHLAND,NY
12529,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,HILLSDALE,NY
12530,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,HOLLOWVILLE,NY
12531,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,PUTNAM,HOLMES,NY
12533,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,HOPEWELL JUNCTION,NY
12534,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,HUDSON,NY
12537,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,HUGHSONVILLE,NY
12538,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,HYDE PARK,NY
12540,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,LAGRANGEVILLE,NY
12541,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,LIVINGSTON,NY
12542,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,MARLBORO,NY
12543,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,MAYBROOK,NY
12544,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,MELLENVILLE,NY
12545,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,MILLBROOK,NY
12546,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,MILLERTON,NY
12547,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MILTON,NY
12548,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MODENA,NY
12549,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,MONTGOMERY,NY
12550,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,NEWBURGH,NY
12551,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,NEWBURGH,NY
12552,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,NEWBURGH,NY
12553,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,NEW WINDSOR,NY
12555,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,NEWBURGH,NY
12561,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,NEW PALTZ,NY
12563,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,PUTNAM,PATTERSON,NY
12564,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,PUTNAM,PAWLING,NY
12565,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,PHILMONT,NY
12566,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,PINE BUSH,NY
12567,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,PINE PLAINS,NY
12568,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,PLATTEKILL,NY
12569,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,PLEASANT VALLEY,NY
12570,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,POUGHQUAG,NY
12571,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,COLUMBIA,RED HOOK,NY
12572,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,RHINEBECK,NY
12574,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,RHINECLIFF,NY
12575,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,ROCK TAVERN,NY
12577,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,SALISBURY MILLS,NY
12578,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,SALT POINT,NY
12580,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,STAATSBURG,NY
12581,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,STANFORDVILLE,NY
12582,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,STORMVILLE,NY
12583,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,TIVOLI,NY
12584,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,VAILS GATE,NY
12585,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,VERBANK,NY
12586,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,WALDEN,NY
12588,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WALKER VALLEY,NY
12589,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,WALLKILL,NY
12590,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,WAPPINGERS FALLS,NY
12592,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,WASSAIC,NY
12594,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,WINGDALE,NY
12601,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,POUGHKEEPSIE,NY
12602,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,POUGHKEEPSIE,NY
12603,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,POUGHKEEPSIE,NY
12604,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DUTCHESS,POUGHKEEPSIE,NY
12701,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,MONTICELLO,NY
12719,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,BARRYVILLE,NY
12720,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,BETHEL,NY
12721,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,BLOOMINGBURG,NY
12722,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,BURLINGHAM,NY
12723,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,CALLICOON,NY
12724,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,CALLICOON CENTER,NY
12725,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,CLARYVILLE,NY
12726,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,COCHECTON,NY
12727,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,,,
12729,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,CUDDEBACKVILLE,NY
12732,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,ELDRED,NY
12733,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,FALLSBURG,NY
12734,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,FERNDALE,NY
12736,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,FREMONT CENTER,NY
12737,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,GLEN SPEY,NY
12738,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,GLEN WILD,NY
12740,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,GRAHAMSVILLE,NY
12741,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,HANKINS,NY
12742,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,HARRIS,NY
12743,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,HIGHLAND LAKE,NY
12745,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,HORTONVILLE,NY
12746,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,HUGUENOT,NY
12747,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,HURLEYVILLE,NY
12748,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,JEFFERSONVILLE,NY
12749,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,KAUNEONGA LAKE,NY
12750,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,KENOZA LAKE,NY
12751,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,KIAMESHA LAKE,NY
12752,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,LAKE HUNTINGTON,NY
12754,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,LIBERTY,NY
12758,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,LIVINGSTON MANOR,NY
12759,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,LOCH SHELDRAKE,NY
12760,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,LONG EDDY,NY
12762,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,MONGAUP VALLEY,NY
12763,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ULSTER,MOUNTAIN DALE,NY
12764,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,NARROWSBURG,NY
12765,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,NEVERSINK,NY
12766,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,NORTH BRANCH,NY
12767,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,OBERNBURG,NY
12768,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,PARKSVILLE,NY
12769,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,PHILLIPSPORT,NY
12770,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,POND EDDY,NY
12771,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,ORANGE,PORT JERVIS,NY
12775,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,ROCK HILL,NY
12776,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,DELAWARE,ROSCOE,NY
12777,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,FORESTBURGH,NY
12778,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,SMALLWOOD,NY
12779,1010406,"Upstate NY, NY",10104,New England,101,East Rare Region,SULLIVAN,SOUTH FALLSBURG,NY
