,NPI,PROVIDER_ZIP,VYVGART_VOLUME_3MONTH_KOMODO,SOLIRIS_VOLUME_3MONTH_KOMODO,ULTOMIRIS_VOLUME_3MONTH_KOMODO,VYVGART_VOLUME_6MONTH_KOMODO,SOLIRIS_VOLUME_6MONTH_KOMODO,ULTOMIRIS_VOLUME_6MONTH_KOMODO,VYVGART_VOLUME_12MONTH_KOMODO,SOLIRIS_VOLUME_12MONTH_KOMODO,ULTOMIRIS_VOLUME_12MONTH_KOMODO
1463,1942654181,30517,0,9,0,3,12,0,3,12,0
1464,1992194526,37355,1,0,0,1,0,0,1,0,0
1465,1780632968,06511,3,0,1,7,0,4,10,0,4
1466,1174801765,39440,4,2,0,8,2,0,8,2,0
1467,1770928186,78016,0,0,0,1,0,0,4,0,0
1468,1134567118,34239,2,0,2,12,0,4,16,0,10
1469,1104810191,60045,1,0,0,7,0,0,13,0,0
1470,1043240476,02124,0,0,2,0,0,3,0,2,7
1471,1487699880,46410,0,0,1,0,0,3,0,0,3
1472,1437194610,60532,0,0,1,0,0,3,3,6,3
1473,1700047917,61938,0,0,2,0,0,3,0,0,3
1474,1477938090,40503,0,10,2,0,22,2,0,27,2
1475,1184974800,35801,13,7,1,21,13,1,29,20,2
1476,1275635195,65201,0,0,0,0,3,0,0,4,0
1477,1679786651,78229,14,0,1,31,0,3,48,0,3
1478,1306368287,06030,2,0,0,2,1,0,2,1,0
1479,1679681985,14226,6,0,0,11,0,1,22,0,1
1480,1184623969,93720,0,0,0,0,0,0,0,1,0
1481,1699811356,44106,0,0,0,0,0,2,0,0,2
1482,1336303940,35805,0,7,0,0,13,0,0,24,0
1483,1407898653,91741,0,0,0,0,0,0,1,0,0
1484,1558341164,35805,0,6,0,0,12,0,0,23,0
1485,1184072043,78665,4,0,0,4,0,0,4,0,0
1486,1184288524,55805,0,0,0,0,0,0,1,0,0
1487,1437367570,44718,0,0,0,0,1,0,0,2,0
1488,1164746624,31406,0,0,1,0,2,1,0,4,1
1489,1184093320,29841,3,1,0,5,1,0,6,1,0
1490,1760031645,48081,0,0,0,3,0,0,4,0,0
1491,1326422700,85901,0,0,0,4,0,0,4,0,0
1492,1033544465,71104,0,9,0,0,9,0,0,9,0
1493,1609861798,33713,0,0,0,0,0,0,4,0,0
1494,1871641688,98225,0,0,0,0,0,0,1,0,0
1495,1639206642,80212,0,2,0,0,2,0,0,3,0
1496,1205818622,60169,0,0,0,0,0,1,0,0,1
1497,1255546115,03104,0,0,0,1,0,0,5,0,0
1498,1841347655,34471,0,0,0,0,0,0,6,1,0
1499,1376832592,53715,0,0,0,0,0,0,1,0,0
1500,1841298270,75092,0,7,0,0,7,0,0,7,0
1501,1265693055,96817,8,0,0,12,3,0,12,17,0
1502,1134452279,35801,4,0,0,6,1,0,7,5,0
1503,1326088428,85306,15,14,0,29,39,0,66,82,3
1504,1053314450,32746,4,0,0,8,0,0,8,0,0
1505,1194770347,48823,0,0,0,0,2,0,0,7,0
1506,1871668368,33952,6,0,0,8,0,0,11,0,0
1507,1679535843,76301,4,0,2,12,1,2,12,1,2
1508,1518074095,78411,3,0,0,3,0,0,3,0,0
1509,1437352820,66160,14,3,2,23,17,4,31,44,4
1510,1033451539,72205,19,0,0,33,0,0,45,0,0
1511,1518311596,10075,0,1,0,0,1,0,0,1,0
1512,1093033698,78251,6,0,3,6,1,6,6,10,9
1513,1356323166,32806,14,0,0,15,7,0,28,11,0
1514,1699018044,28054,5,0,0,9,0,0,20,0,0
1515,1477560688,78229,1,0,0,1,0,0,12,0,0
1516,1548312390,79761,2,0,0,6,0,0,6,0,0
1517,1164460614,30106,0,0,2,0,0,4,4,0,4
1518,1407384167,48093,0,0,0,1,0,0,1,0,0
1519,1811989346,32504,2,0,0,3,0,0,11,0,0
1520,1740277565,37830,0,0,1,0,0,2,8,8,4
1521,1265906523,60504,0,3,0,0,6,0,0,12,0
1522,1558705012,70506,0,4,0,0,4,0,0,4,0
1523,1740335264,32209,0,0,0,0,1,0,0,4,0
1524,1205023702,75092,0,0,0,0,13,0,0,30,0
1525,1235148263,33612,63,0,0,126,0,0,209,0,0
1526,1205398617,74136,3,0,0,7,0,0,11,6,0
1527,1265558753,92270,9,0,5,17,5,11,31,25,15
1528,1154364289,65807,10,0,0,11,0,0,17,0,0
1529,1841575032,84790,7,0,0,11,0,0,15,0,0
1530,1841264413,20176,7,0,0,11,0,0,12,0,0
1531,1417057522,46202,0,1,0,0,2,0,1,2,0
1532,1942632880,04401,4,0,1,5,0,1,12,0,1
1533,1083215446,32806,0,0,0,0,0,0,0,2,0
1534,1902939655,37398,0,0,0,0,0,0,0,0,1
1535,1588642243,11040,0,0,0,0,1,0,0,1,0
1536,1497967277,21122,0,0,3,0,0,4,0,0,4
1537,1902013410,37087,0,0,0,0,0,0,2,0,0
1538,1174584684,48109,0,1,0,0,1,0,0,1,0
1539,1982996799,90048,0,0,0,1,0,0,1,0,0
1540,1700340130,32763,0,0,0,0,0,0,0,1,0
1541,1801845516,14224,0,0,0,0,0,0,1,0,0
1542,1053826636,85257,0,0,0,0,5,0,2,8,0
1543,1619471018,33713,4,0,0,9,0,0,12,0,0
1544,1477522845,29403,7,0,0,10,0,0,18,0,0
1545,1598712259,85704,7,0,4,7,0,8,11,7,11
1546,1518945617,28806,18,4,0,29,10,0,39,23,3
1547,1740790179,70056,9,0,0,22,0,0,36,0,0
1548,1366963795,77030,0,2,0,0,8,0,0,13,0
1549,1366411514,34471,4,0,0,4,0,0,8,0,0
1550,1922218403,76021,8,0,0,17,0,0,24,0,0
1551,1295078731,30060,0,0,0,4,0,0,4,0,0
1552,1194019570,38501,1,0,0,4,0,0,4,0,0
1553,1467482349,55805,0,0,0,0,0,0,2,0,0
1554,1487093654,33176,0,0,1,0,0,3,0,0,3
1555,1750725933,02111,7,0,2,14,0,3,14,0,3
1556,1134337249,01805,0,1,0,0,7,0,0,15,0
1557,1205281847,25801,0,0,0,0,0,0,4,0,0
1558,1346488061,33484,1,0,0,1,0,0,1,0,0
1559,1619624541,76011,0,0,0,0,0,0,0,1,0
1560,1588839773,04074,0,0,0,0,0,0,0,3,0
1561,1952744807,10029,0,0,1,0,0,3,0,0,5
1562,1568562494,48413,0,7,0,0,13,0,0,25,0
1563,1518112366,98005,0,0,1,0,0,1,0,0,1
1564,1245410588,93940,1,0,0,1,0,0,1,0,0
1565,1235526922,17822,0,0,0,0,0,0,0,1,0
1566,1508470600,70461,0,0,0,0,0,1,0,0,1
1567,1588688030,46202,5,0,0,9,0,0,15,0,0
1568,1720017577,38120,0,0,0,0,0,0,1,0,0
1569,1184158958,27157,4,0,0,8,0,0,8,0,0
1570,1972546364,21502,2,0,0,3,0,1,6,0,1
1571,1104925171,78258,1,0,0,1,0,0,1,2,0
1572,1801857099,92037,1,0,0,5,0,0,8,0,0
1573,1215599410,79430,8,0,0,9,0,0,9,0,0
1574,1285634105,19107,4,0,0,4,0,0,4,0,0
1575,1245309384,45432,8,0,0,12,0,0,20,0,0
1576,1255308516,28461,3,0,0,3,0,0,4,0,0
1577,1720147440,93301,0,0,0,0,0,0,0,1,0
1578,1558458679,37232,0,1,0,0,1,0,0,1,0
1579,1396899449,56303,5,0,0,7,1,0,10,1,0
1580,1003182106,89144,0,0,1,0,6,4,0,21,6
1581,1275643561,29650,0,0,0,0,0,0,0,7,0
1582,1497811582,48109,0,0,0,0,2,2,0,10,2
1583,1619105293,62002,0,4,0,0,6,0,0,6,0
1584,1467557694,06106,0,0,0,3,0,0,5,0,0
1585,1598728461,23228,0,0,0,0,1,0,0,5,0
1586,1225271646,55422,0,0,0,0,0,0,1,0,0
1587,1649260423,43215,0,0,5,0,0,6,15,0,6
1588,1013144484,35233,0,7,0,8,13,0,16,25,0
1589,1619925849,85741,0,0,0,0,0,0,0,5,0
1590,1316406697,40356,0,0,0,0,0,0,0,2,1
1591,1083637235,89128,0,0,0,0,0,0,2,0,0
1592,1982633251,32308,0,15,0,0,29,1,0,67,5
1593,1265518377,32308,0,0,0,0,0,0,0,0,1
1594,1306814900,07058,0,0,0,0,0,0,4,0,0
1595,1982658738,65212,1,0,0,1,0,0,1,0,0
1596,1891736823,10032,0,0,2,0,0,2,0,0,2
1597,1548826639,15801,19,16,0,33,30,0,51,45,1
1598,1093175895,70503,13,0,0,13,0,0,16,0,0
1599,1740379965,48109,0,1,0,0,1,0,0,1,0
1600,1831610989,29506,4,0,0,4,0,0,4,0,0
1601,1336468198,33487,6,0,0,12,0,0,14,0,0
1602,1194764746,37923,0,0,0,0,0,0,1,0,0
1603,1871558239,83201,0,0,0,0,0,0,1,0,0
1604,1831170240,33435,12,0,0,14,0,0,28,0,0
1605,1861888075,75235,0,0,0,0,0,0,0,9,0
1606,1184668501,36604,0,0,0,0,0,0,12,0,0
1607,1114154192,54956,1,0,0,2,0,0,6,0,0
1608,1679693907,32514,3,0,0,7,0,0,7,0,0
1609,1649266933,60445,2,0,0,2,3,0,2,8,0
1610,1699386813,85719,0,1,0,0,3,0,0,3,0
1611,1609343045,76104,0,0,0,0,0,0,6,0,0
1612,1750360459,32810,2,0,0,8,0,0,8,0,0
1613,1457320988,49601,0,0,2,4,0,2,12,0,2
1614,1669482220,07722,0,0,0,0,0,0,4,0,0
1615,1356667380,06030,3,0,2,7,1,5,14,1,5
1616,1972769750,92037,0,3,0,0,7,0,0,26,0
1617,1053626564,77380,0,0,0,4,0,0,4,0,0
1618,1417031238,32605,0,7,0,1,12,0,1,24,0
1619,1467485151,72205,0,0,6,0,0,11,0,18,13
1620,1457722365,44203,3,0,0,8,0,0,11,0,0
1621,1326448333,10016,0,0,0,0,3,0,0,4,0
1622,1376540823,46825,0,0,0,0,0,0,1,0,0
1623,1508898206,60010,0,7,13,0,14,29,3,60,51
1624,1356357404,10032,0,0,3,0,0,3,0,0,3
1625,1316995384,48038,0,0,0,5,0,0,5,0,0
1626,1114008927,30078,0,2,0,0,2,0,0,2,0
1627,1760537641,53716,0,0,0,0,0,0,0,7,0
1628,1164773156,11215,4,7,3,5,16,5,9,30,9
1629,1609867472,34232,0,4,0,0,7,0,0,13,0
1630,1356803126,91105,3,0,0,3,0,0,3,0,0
1631,1144603044,98682,2,0,0,2,0,0,2,0,0
1632,1528156635,19462,2,0,0,2,0,0,2,0,0
1633,1982690251,60618,0,0,0,0,0,0,0,1,0
1634,1497725295,54956,0,0,0,0,0,0,5,0,0
1635,1073761219,53715,0,0,0,0,0,0,0,1,0
1636,1730161654,07753,0,6,0,0,12,0,0,25,0
1637,1285638759,60457,0,3,0,1,4,0,3,16,0
1638,1114912748,77030,0,14,1,0,27,5,0,56,11
1639,1982348363,71103,0,0,1,0,0,1,0,0,1
1640,1669767562,62702,0,0,0,0,0,2,0,0,6
1641,1265429989,32086,0,6,0,0,11,0,0,19,0
1642,1619082484,27514,0,3,0,0,7,0,0,10,0
1643,1922180637,77450,0,18,0,0,37,0,0,71,0
1644,1003362278,33578,0,1,0,0,6,0,0,10,0
1645,1356508915,46311,0,3,0,0,6,0,0,12,0
1646,1871609388,29501,0,7,0,0,12,0,0,21,0
1647,1861406134,28806,22,0,2,39,0,4,49,7,7
1648,1174668271,33033,0,0,0,2,0,0,2,0,0
1649,1134216088,35209,10,1,2,16,14,2,24,40,2
1650,1386841773,33458,10,6,2,35,6,5,51,10,9
1651,1619913761,39564,4,12,0,8,33,1,15,71,1
1652,1629138813,18015,4,0,6,6,0,9,14,20,14
1653,1073932406,43221,1,0,0,8,0,0,9,0,0
1654,1649494808,72205,4,0,0,8,0,0,16,0,0
1655,1730236688,30607,0,6,0,0,11,0,0,11,0
1656,1841845799,13210,0,0,0,0,0,0,3,0,0
1657,1659354694,33541,3,0,0,3,0,0,3,0,0
1658,1831507649,92868,0,6,2,0,12,4,0,29,8
1659,1942210570,90680,0,0,0,1,0,0,2,0,0
1660,1245283167,02740,0,0,2,0,0,2,0,0,2
1661,1770659104,75390,0,1,0,0,3,0,0,4,0
1662,1316950199,11040,0,5,0,0,5,0,0,5,0
1663,1124124326,21201,0,0,2,0,0,3,0,7,6
1664,1093273682,85326,1,0,0,1,0,0,2,0,0
1665,1467921601,24210,0,0,0,1,0,0,1,0,0
1666,1457310054,34474,0,0,0,0,0,0,0,13,0
1667,1518055011,92868,0,0,0,0,0,0,0,1,0
1668,1285631440,80501,0,0,0,4,0,0,4,0,0
1669,1750450342,77089,0,0,1,0,0,3,0,0,12
1670,1124638762,43221,10,0,0,11,0,2,28,7,7
1671,1295820637,53066,6,0,0,13,0,0,21,0,0
1672,1386890069,76904,4,0,0,5,0,0,8,0,0
1673,1639153166,45320,0,0,0,0,0,0,1,0,0
1674,1972746386,44109,0,0,0,0,0,0,0,9,0
1675,1669613378,95815,0,0,0,0,0,0,2,0,0
1676,1770894560,76903,4,0,0,4,0,0,4,0,0
1677,1013999895,80138,1,0,0,1,0,0,1,0,0
1678,1427210004,19104,7,6,2,12,14,3,20,38,5
1679,1457745648,97239,0,0,0,0,0,0,4,0,0
1680,1326777608,30912,0,1,0,0,3,0,0,3,0
1681,1750353561,11355,0,0,0,0,0,0,1,0,0
1682,1831527191,27704,0,0,0,0,0,0,2,0,0
1683,1447348164,77384,0,6,0,0,11,0,0,23,0
1684,1184696973,30281,0,0,0,0,0,0,0,5,0
1685,1205114485,80112,0,0,2,0,0,5,0,0,11
1686,1588045850,89147,0,0,0,0,0,0,4,0,0
1687,1396876801,71103,3,0,0,4,0,0,4,0,0
1688,1346595931,37212,0,0,0,0,1,0,0,1,0
1689,1033678867,75390,0,3,0,0,7,0,0,7,0
1690,1477608388,43221,0,0,0,0,0,0,4,0,0
1691,1528067816,37918,0,0,0,0,0,0,0,0,2
1692,1043449929,48116,0,0,0,0,0,0,1,0,0
1693,1609223684,02903,0,0,2,0,0,2,0,0,3
1694,1538148150,48322,0,0,0,0,0,0,1,0,0
1695,1417924101,24073,0,0,0,0,0,1,0,0,1
1696,1023243813,85234,0,0,1,0,0,1,0,0,1
1697,1316998693,48126,0,0,0,0,0,0,0,1,0
1698,1740572247,60540,4,12,0,12,21,0,18,34,0
1699,1710164975,30115,40,4,2,70,5,6,91,14,9
1700,1679514723,08691,0,0,0,0,0,0,0,1,0
1701,1124115068,35209,0,1,0,0,7,0,0,21,0
1702,1750709374,75208,0,0,0,1,0,0,4,0,0
1703,1528274925,27157,7,0,0,12,1,0,16,1,0
1704,1992274765,28207,0,5,0,0,9,0,0,9,0
1705,1407867864,71202,0,3,0,0,6,0,0,18,0
1706,1225418874,98901,0,0,0,0,0,0,1,0,0
1707,1245226273,48185,0,0,0,2,0,0,3,15,0
1708,1487762456,85364,0,6,0,0,12,0,0,25,0
1709,1396251039,91723,0,0,0,0,0,2,0,2,2
1710,1730173485,17543,0,4,1,0,6,3,1,25,5
1711,1285672329,31406,1,0,0,2,4,0,2,12,0
1712,1235157496,98664,0,7,0,0,13,0,0,27,0
1713,1528032596,30308,0,6,0,0,11,0,0,24,0
1714,1710902515,63104,2,0,2,3,0,3,5,6,6
1715,1578564761,21742,1,0,0,7,0,0,7,0,0
1716,1023063807,65201,0,0,1,0,0,1,0,1,1
1717,1447749098,46202,2,0,0,2,0,0,2,0,0
1718,1437253671,92103,0,0,0,0,0,0,0,2,2
1719,1801881594,55407,0,0,0,0,0,0,0,1,0
1720,1679585764,32258,0,0,0,0,1,0,0,1,0
1721,1407839798,97701,0,0,0,0,0,0,0,0,1
1722,1912990656,92835,0,0,2,0,0,3,0,6,6
1723,1164655171,78704,0,0,0,0,0,0,1,0,0
1724,1871563775,28025,0,0,0,0,0,0,0,0,1
1725,1881626257,72205,8,0,0,12,0,0,16,0,0
1726,1558392233,38018,0,10,0,0,16,0,0,23,0
1727,1295361392,60123,6,0,0,7,0,0,9,0,0
1728,1336482074,33612,4,3,0,6,6,0,12,14,0
1729,1205822368,43606,0,0,0,0,0,0,8,0,0
1730,1093791220,39202,1,0,0,2,0,0,2,0,0
1731,1508021791,28092,0,0,0,0,0,1,0,0,1
1732,1720372576,94304,4,0,0,4,0,0,4,0,0
1733,1427336890,40536,1,0,0,8,0,0,12,0,0
1734,1831160183,85351,0,0,0,2,0,0,4,0,0
1735,1669476362,46237,0,0,0,0,0,1,0,0,1
1736,1528269917,34292,0,0,0,0,0,0,1,1,0
1737,1023277266,75390,0,5,2,0,9,3,0,39,5
1738,1346235975,32605,0,0,1,3,0,1,3,0,1
1739,1447408570,85607,0,0,1,0,0,1,0,0,1
1740,1336127794,44240,0,0,0,0,0,0,0,0,1
1741,1811211899,60153,0,3,0,0,7,0,0,13,0
1742,1619195880,43215,0,0,0,1,0,0,5,0,0
1743,1114999125,55905,0,0,0,18,0,0,18,0,0
1744,1427430396,22801,0,0,0,0,0,0,3,0,0
1745,1386600575,75390,0,0,0,0,1,0,0,11,3
1746,1750456869,29615,7,3,0,13,10,0,17,14,0
1747,1477996734,35801,0,0,0,1,0,1,1,4,1
1748,1497783757,72205,11,0,0,22,0,2,31,0,2
1749,1043323199,26330,4,0,0,8,0,0,8,0,0
1750,1659564946,55130,6,0,0,6,0,0,6,3,0
1751,1811003247,48309,12,0,0,14,0,0,18,1,0
1752,1336586445,22310,0,6,0,0,11,0,0,22,0
1753,1023049079,85381,0,0,0,1,0,0,1,0,0
1754,1629160692,10128,0,0,0,0,1,0,0,1,0
1755,1801842794,27607,0,0,0,8,0,0,12,0,0
1756,1235126426,74133,0,1,0,0,1,0,0,1,0
1757,1841205523,89144,0,3,0,0,6,0,0,13,0
1758,1164065066,48180,0,0,0,0,0,0,0,1,0
1759,1053084905,89128,1,0,0,1,0,0,1,0,0
1760,1033438031,01805,0,0,0,0,0,0,0,2,0
1761,1952352791,53226,1,0,0,1,0,0,1,0,0
1762,1174961874,45405,0,0,0,0,0,0,0,5,0
1763,1255501508,12208,0,0,0,0,6,0,0,16,0
1764,1043272305,67214,0,8,3,0,19,3,0,28,3
1765,1164605374,56001,0,0,0,0,0,0,0,0,1
1766,1427696418,29607,0,0,0,2,0,0,21,0,0
1767,1740394949,08053,0,2,0,0,2,0,0,3,0
1768,1518508928,83709,8,0,0,25,0,0,52,0,0
1769,1891037230,40536,20,3,0,32,6,0,51,10,0
1770,1255533592,78258,4,0,2,4,3,3,4,16,3
1771,1316359664,33401,23,0,0,37,1,0,41,4,0
1772,1225394703,44195,1,0,0,1,0,0,1,0,0
1773,1063056687,28472,2,4,0,5,15,0,9,37,0
1774,1306895966,40701,0,5,0,0,5,0,0,5,0
1775,1275914426,97239,6,0,0,13,0,0,13,0,0
1776,1770604233,45212,0,0,0,0,0,0,0,4,0
1777,1417343922,94598,0,0,0,0,0,0,0,4,0
1778,1427219724,32703,4,8,1,7,17,1,11,49,1
1779,1346501350,75390,0,12,3,5,24,8,15,65,10
1780,1578083614,43221,3,0,0,6,0,0,10,0,0
1781,1194941104,94040,0,0,0,1,0,0,1,0,0
1782,1750345484,28207,0,0,0,0,0,0,3,0,1
1783,1750892675,46845,4,0,0,4,0,0,16,0,0
1784,1811230543,10017,0,0,0,0,0,1,0,0,4
1785,1992941181,66160,0,12,2,0,17,9,0,38,12
1786,1053316190,32003,0,7,0,0,12,0,0,21,0
1787,1407080849,32746,0,0,0,4,0,0,4,0,0
1788,1578572384,85027,1,0,0,2,0,0,2,0,0
1789,1255442810,46992,0,0,0,0,0,0,1,0,0
1790,1104826148,37909,0,0,3,0,0,3,0,0,3
1791,1083210678,60487,0,1,0,0,2,0,0,4,0
1792,1790970069,17011,0,0,0,0,0,0,0,1,0
1793,1316047871,30912,0,0,5,0,0,11,0,8,17
1794,1659355170,24501,0,0,0,0,0,0,0,2,0
1795,1679982185,02114,0,5,0,0,7,0,0,9,0
1796,1770996340,54601,7,0,0,15,0,0,19,0,0
1797,1891703591,60445,4,9,1,4,20,1,7,46,1
1798,1518511229,29696,6,2,0,22,4,0,43,10,2
1799,1093729287,32174,2,0,0,6,0,0,23,0,0
1800,1245213545,37604,13,0,3,24,0,6,63,0,6
1801,1659343564,84604,4,0,1,5,0,2,9,4,2
1802,1649233362,97322,6,0,0,9,0,0,9,0,0
1803,1508834136,56303,0,0,0,4,0,0,4,2,0
1804,1235516725,75601,0,4,0,0,9,0,0,9,0
1805,1831132109,92011,15,0,0,24,1,0,44,1,0
1806,1972594414,08873,0,0,0,1,0,0,1,0,0
1807,1962020701,77469,0,0,0,0,0,0,1,0,0
1808,1760105449,15301,1,0,0,1,0,0,1,0,0
1809,1861888158,01605,0,0,0,0,0,0,4,0,0
1810,1992872592,34471,1,5,0,1,7,0,1,7,0
1811,1962701219,89511,2,0,0,4,0,0,4,0,0
1812,1285991208,84107,4,0,0,7,0,0,7,0,0
1813,1861444861,94305,0,0,1,0,0,1,0,0,1
1814,1154372167,34105,0,14,2,0,26,4,4,45,4
1815,1194774927,36606,0,0,0,0,0,0,19,0,0
1816,1003189440,68131,0,0,0,0,0,0,0,1,0
1817,1164439451,40219,0,0,0,0,0,0,0,0,1
1818,1942215306,07018,0,2,0,0,4,0,0,9,0
1819,1134171218,20132,0,0,2,0,0,3,0,0,5
1820,1821007279,75246,0,7,0,0,13,0,0,26,0
1821,1851594477,64804,1,0,0,6,0,0,6,0,0
1822,1366405078,64132,8,0,0,12,0,0,25,0,0
1823,1871790105,10029,9,0,1,24,0,8,49,0,29
1824,1255337259,16335,1,1,0,1,1,0,1,1,0
1825,1568641736,94305,17,18,4,28,28,12,32,63,15
1826,1689602062,46970,0,0,0,0,0,0,3,0,0
1827,1376644708,37660,26,0,0,43,0,0,57,0,0
1828,1033651146,53226,4,0,0,4,0,0,4,0,0
1829,1124010079,07901,4,0,0,8,0,0,8,0,0
1830,1962684555,39501,0,0,1,0,0,2,0,0,2
1831,1144511262,90503,4,0,0,4,0,0,4,0,0
1832,1992731913,02905,0,0,0,0,0,2,0,11,2
1833,1710149455,30114,0,0,0,0,1,0,5,2,0
1834,1962517920,02420,0,0,0,0,0,2,0,0,7
1835,1598920225,28105,1,5,0,3,12,0,5,21,0
1836,1518991686,48108,0,0,0,0,0,0,0,1,0
1837,1891055182,98122,0,0,2,5,0,4,8,0,4
1838,1669790119,33028,0,0,0,0,0,0,0,1,0
1839,1255403747,19107,0,0,0,0,0,0,0,1,0
1840,1629395249,33461,1,0,0,1,0,0,1,0,0
1841,1457705568,03756,0,0,1,0,0,2,0,0,2
1842,1801201025,55905,0,0,1,0,0,2,0,0,2
1843,1700985009,85724,0,0,0,0,0,0,0,1,0
1844,1306220900,34285,0,0,0,3,0,0,3,1,0
1845,1013928886,89012,0,0,0,0,0,0,4,0,0
1846,1699711945,29406,0,0,0,0,0,0,7,0,0
1847,1659455863,43203,5,2,1,13,9,5,21,26,12
1848,1679612055,33437,1,0,0,5,0,0,8,0,0
1849,1184940017,08901,14,0,2,22,0,2,30,0,2
1850,1962465047,53215,3,8,0,11,16,2,33,33,2
1851,1851942957,14642,6,1,0,7,1,0,7,2,0
1852,1578856399,78731,0,0,0,2,0,0,2,0,0
1853,1013369131,18960,6,0,0,7,0,0,7,0,0
1854,1306208798,37601,4,0,0,6,0,0,6,0,0
1855,1013022151,98195,0,0,0,0,1,0,0,1,0
1856,1669883534,89119,0,0,0,0,1,0,0,2,0
1857,1497716575,38120,0,0,0,0,0,0,6,11,1
1858,1285654228,48310,3,0,0,3,0,0,7,0,0
1859,1255342994,34239,0,0,0,0,0,0,0,5,0
1860,1902063837,85308,0,0,0,0,0,0,4,0,0
1861,1427171677,48202,0,7,0,0,13,0,0,26,0
1862,1386307064,72205,0,0,0,0,1,0,0,1,0
1863,1417950635,33907,0,3,6,0,7,6,0,8,6
1864,1710202585,46069,0,0,0,0,0,0,0,1,1
1865,1770924300,55435,0,0,0,0,2,0,0,2,0
1866,1871947705,45219,0,0,0,0,1,0,1,4,0
1867,1811948029,28207,0,0,1,1,0,4,3,8,8
1868,1073888459,49412,0,0,0,0,0,0,2,0,0
1869,1033523329,54956,13,0,0,42,0,0,107,0,0
1870,1750355962,30309,0,3,0,12,9,1,32,21,1
1871,1538165113,32174,16,0,0,22,0,0,30,0,0
1872,1821032129,92618,0,5,0,0,10,0,0,20,0
1873,1962148072,84003,0,1,0,0,1,0,0,1,0
1874,1386128056,33709,0,0,0,1,0,0,1,0,0
1875,1407853146,46804,5,0,0,10,0,0,20,0,0
1876,1528039625,85375,0,0,1,0,0,3,0,0,7
1877,1679770879,33176,0,0,1,0,0,1,0,0,1
1878,1790786473,30046,0,0,1,0,0,3,0,2,7
1879,1073575288,31904,0,3,0,0,7,0,0,13,0
1880,1962720797,48824,0,11,0,0,23,0,0,50,0
1881,1285727404,30901,4,0,0,4,0,0,4,0,0
1882,1154330157,42003,0,0,0,0,0,2,0,10,2
1883,1083693287,68131,0,0,0,0,0,1,0,0,1
1884,1962992958,49431,4,0,0,6,0,0,6,0,0
1885,1851054142,37129,0,0,0,0,0,0,1,1,0
1886,1619261252,32405,0,0,0,0,0,0,0,1,0
1887,1750638508,70115,0,0,0,1,4,0,6,35,0
1888,1962438515,10021,0,0,0,0,1,0,0,4,0
1889,1669009155,89052,4,0,1,4,0,3,5,0,3
1890,1144283714,30912,0,2,0,0,7,0,0,7,0
1891,1528032703,30308,0,0,0,0,1,0,0,7,0
1892,1952372120,72703,2,4,0,7,8,0,9,12,0
1893,1043426034,58102,0,1,0,0,1,0,0,1,0
1894,1104260819,85032,0,0,3,0,0,3,0,0,3
1895,1215694633,14226,1,0,0,1,0,0,1,0,0
1896,1265880868,46202,4,0,0,8,0,0,8,0,0
1897,1083685283,72703,2,0,0,4,0,0,8,5,0
1898,1295872943,77437,0,0,0,0,0,0,0,1,0
1899,1043234339,41144,0,0,1,0,0,1,0,0,1
1900,1609308451,27599,0,0,1,0,0,1,0,2,1
1901,1700993862,78229,0,0,0,0,0,0,0,3,0
1902,1427131168,30501,0,0,0,4,0,0,4,0,0
1903,1013002328,93710,7,1,2,14,3,5,21,14,9
1904,1275584070,68803,0,0,0,0,0,0,0,2,0
1905,1558093054,13210,0,0,0,4,0,0,4,0,0
1906,1346640356,32828,0,0,0,0,1,0,0,3,0
1907,1477933810,29169,1,0,0,1,0,0,1,0,0
1908,1851657373,46202,0,0,0,2,0,0,2,0,0
1909,1619959863,33777,0,2,0,0,5,0,0,5,0
1910,1225037484,23502,0,0,0,4,0,0,8,0,0
1911,1306852546,48109,0,0,0,0,2,0,0,2,0
1912,1114024247,33613,0,1,0,0,1,0,0,1,0
1913,1982815676,98055,0,0,0,4,0,0,4,0,0
1914,1275560708,74133,8,0,0,17,0,0,24,0,0
1915,1457314577,72401,12,0,0,19,0,0,19,0,0
1916,1043288673,73013,0,0,2,0,6,2,0,19,2
1917,1588819379,77030,10,7,0,12,14,0,14,26,0
1918,1043574098,48109,0,0,0,0,0,0,0,1,0
1919,1639283286,63110,0,0,0,1,0,0,2,0,0
1920,1023158409,77429,5,0,0,12,0,0,20,0,0
1921,1447552633,36111,2,0,0,3,0,0,3,0,0
1922,1124155569,34236,1,0,0,2,0,0,3,0,0
1923,1932229911,75024,4,0,0,8,0,0,10,0,0
1924,1891054540,37821,4,7,0,8,13,0,8,13,0
1925,1366649279,79902,2,0,1,2,0,4,2,0,11
1926,1639587868,93308,0,1,5,0,7,5,0,18,5
1927,1346446903,80528,0,0,2,0,0,2,0,0,2
1928,1225617434,85015,0,0,0,0,0,0,0,10,0
1929,1457348393,12533,0,0,4,0,0,6,0,0,8
1930,1073735015,84132,0,6,0,0,13,0,0,26,0
1931,1518127190,85259,0,0,0,1,0,0,1,0,0
1932,1992035471,33176,0,0,0,0,0,0,4,0,0
1933,1376835629,92697,0,5,0,0,10,0,0,21,0
1934,1962426692,77094,0,2,0,0,5,0,4,11,0
1935,1720176308,55455,8,0,0,14,0,0,18,11,0
1936,1487013512,63017,0,0,0,0,0,0,8,0,0
