GROUPING,CODE,NDC11,MOLECULE,SOURCE_COMPILE,SOURCE_DM,SOURCE_UCB,SOURCE_KOMODO,
ACHL,,71335087603,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335090001,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335090002,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335090003,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335202201,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335202202,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335202203,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335206501,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335206502,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335206503,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335209301,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335209302,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,71335209303,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,72189003190,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,72189003160,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,72189003130,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,72189026590,DONEPEZIL HYDROCHLORIDE,,,1,,
ACHL,,72241001103,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001110,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001203,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001210,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001303,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001310,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001403,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72241001410,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,72855010001,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,72855010002,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,72855010101,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,72855010102,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,72855010201,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,72855010202,RIVASTIGMINE TRANSDERMAL SYSTEM,,,1,,
ACHL,,75834013305,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013360,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013405,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013460,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013505,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013560,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013605,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,75834013660,RIVASTIGMINE TARTRATE,,,1,,
ACHL,,402091610,NEOSTIGMINE,,,,1,
ACHL,,55154141004,GALANTAMINE,,,,1,
ACHL,,52761063702,MALATHION,,,,1,
ACHL,,46708009291,DONEPEZIL,,,,1,
ACHL,,50458039160,GALANTAMINE,,,,1,
ACHL,,69452010830,DONEPEZIL,,,,1,
ACHL,,42582031209,DONEPEZIL,,,,1,
ACHL,,42658011908,DONEPEZIL,,,,1,
ACHL,,42658011904,DONEPEZIL,,,,1,
ACHL,,60751050201,EXELON,,,,1,
ACHL,,64239040410,DONEPEZIL,,,,1,
ACHL,,62980050501,DONEPEZIL,,,,1,
ACHL,,61919075090,DONEPEZIL,,,,1,
ACHL,,24689010401,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,65302050103,NEOSTIGMINE,,,,1,
ACHL,,4192201,NEOSTIGMINE,,,,1,
ACHL,,12280036790,ARICEPT,,,,1,
ACHL,,615652539,GALANTAMINE,,,,1,
ACHL,,615138039,EXELON,,,,1,
ACHL,,65302050105,NEOSTIGMINE,,,,1,
ACHL,,51079047103,GALANTAMINE,,,,1,
ACHL,,209775020,NEOSTIGMINE,,,,1,
ACHL,,62980050402,DONEPEZIL,,,,1,
ACHL,,74372201,NEOSTIGMINE,,,,1,
ACHL,,615136939,EXELON,,,,1,
ACHL,,55111040805,GALANTAMINE,,,,1,
ACHL,,55154966100,EXELON,,,,1,
ACHL,,686271103,NEOSTIGMINE,,,,1,
ACHL,,51079013830,DONEPEZIL,,,,1,
ACHL,,12578049010,GALANTAMINE,,,,1,
ACHL,,615652531,GALANTAMINE,,,,1,
ACHL,,17088001801,EXELON,,,,1,
ACHL,,247181960,ARICEPT,,,,1,
ACHL,,12228029290,ARICEPT,,,,1,
ACHL,,51129461201,GALANTAMINE,,,,1,
ACHL,,17088001901,EXELON,,,,1,
ACHL,,62856024567,ARICEPT,,,,1,
ACHL,,49848000590,ARICEPT,,,,1,
ACHL,,62856024507,ARICEPT,,,,1,
ACHL,,64158011246,MESTINON,,,,1,
ACHL,,17088010501,EXELON,,,,1,
ACHL,,59604089303,GALANTAMINE,,,,1,
ACHL,,13668010371,DONEPEZIL,,,,1,
ACHL,,42582031218,DONEPEZIL,,,,1,
ACHL,,13668010271,DONEPEZIL,,,,1,
ACHL,,52549527604,MALATHION,,,,1,
ACHL,,51079047003,GALANTAMINE,,,,1,
ACHL,,64896112100,GALANTAMINE,,,,1,
ACHL,,3291310,NEOSTIGMINE,,,,1,
ACHL,,4192206,NEOSTIGMINE,,,,1,
ACHL,,49999075330,ARICEPT,,,,1,
ACHL,,51079013956,DONEPEZIL,,,,1,
ACHL,,16714038404,DONEPEZIL,,,,1,
ACHL,,527124310,NEOSTIGMINE,,,,1,
ACHL,,12280036715,ARICEPT,,,,1,
ACHL,,51754122001,BLOXIVERZ,,,,1,
ACHL,,703271403,NEOSTIGMINE,,,,1,
ACHL,,42658012051,DONEPEZIL,,,,1,
ACHL,,51129412601,ARICEPT,,,,1,
ACHL,,17856032402,EXELON,,,,1,
ACHL,,50458039060,GALANTAMINE,,,,1,
ACHL,,59604039660,GALANTAMINE,,,,1,
ACHL,,64896112103,GALANTAMINE,,,,1,
ACHL,,62980050503,DONEPEZIL,,,,1,
ACHL,,42254030530,DONEPEZIL,,,,1,
ACHL,,51129336101,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,64896112200,GALANTAMINE,,,,1,
ACHL,,4003301,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,49396032104,MALATHION,,,,1,
ACHL,,55111040905,GALANTAMINE,,,,1,
ACHL,,55111040930,GALANTAMINE,,,,1,
ACHL,,55111040705,GALANTAMINE,,,,1,
ACHL,,59762025201,DONEPEZIL,,,,1,
ACHL,,66105073706,ARICEPT,,,,1,
ACHL,,33261080730,DONEPEZIL,,,,1,
ACHL,,64896112208,GALANTAMINE,,,,1,
ACHL,,555102004,GALANTAMINE,,,,1,
ACHL,,364236854,NEOSTIGMINE,,,,1,
ACHL,,517003410,NEOSTIGMINE,,,,1,
ACHL,,69374093203,NEOSTIGMINE,,,,1,
ACHL,,4192106,NEOSTIGMINE,,,,1,
ACHL,,26053030001,EXELON,,,,1,
ACHL,,55111040701,GALANTAMINE,,,,1,
ACHL,,686271403,NEOSTIGMINE,,,,1,
ACHL,,10797003403,NEOSTIGMINE,,,,1,
ACHL,,49999075430,ARICEPT,,,,1,
ACHL,,33261080760,DONEPEZIL,,,,1,
ACHL,,527124301,NEOSTIGMINE,,,,1,
ACHL,,66336054828,RIVASTIGMINE,,,,1,
ACHL,,62579039160,GALANTAMINE,,,,1,
ACHL,,66105073715,ARICEPT,,,,1,
ACHL,,615136539,EXELON,,,,1,
ACHL,,17088010401,EXELON,,,,1,
ACHL,,66105073709,ARICEPT,,,,1,
ACHL,,62856083230,ARICEPT,,,,1,
ACHL,,187310060,NEOSTIGMINE,,,,1,
ACHL,,55111040801,GALANTAMINE,,,,1,
ACHL,,50458039260,GALANTAMINE,,,,1,
ACHL,,59604088106,GALANTAMINE,,,,1,
ACHL,,49999075490,ARICEPT,,,,1,
ACHL,,51129412602,ARICEPT,,,,1,
ACHL,,555102204,GALANTAMINE,,,,1,
ACHL,,66105073906,ARICEPT,,,,1,
ACHL,,12280029115,GALANTAMINE,,,,1,
ACHL,,59762025001,DONEPEZIL,,,,1,
ACHL,,46708009330,DONEPEZIL,,,,1,
ACHL,,58879013504,OVIDE,,,,1,
ACHL,,49999075330,ARICEPT,,,,1,
ACHL,,54643058200,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,72196606501,NEOSTIGMINE,,,,1,
ACHL,,62584017750,ARICEPT,,,,1,
ACHL,,69452010819,DONEPEZIL,,,,1,
ACHL,,4003501,NEOSTIGMINE,,,,1,
ACHL,,11071083101,DONEPEZIL,,,,1,
ACHL,,42658011901,DONEPEZIL,,,,1,
ACHL,,67685319101,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,69452010919,DONEPEZIL,,,,1,
ACHL,,4193606,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,615552931,ARICEPT,,,,1,
ACHL,,17088002101,EXELON,,,,1,
ACHL,,16714038505,DONEPEZIL,,,,1,
ACHL,,59604039060,GALANTAMINE,,,,1,
ACHL,,68950003101,NEOSTIGMINE,,,,1,
ACHL,,24200077051,NEOSTIGMINE,,,,1,
ACHL,,60432014508,OVIDE,,,,1,
ACHL,,13811071616,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51129332902,GALANTAMINE,,,,1,
ACHL,,66544000201,EXELON,,,,1,
ACHL,,24200077049,NEOSTIGMINE,,,,1,
ACHL,,62856024547,ARICEPT,,,,1,
ACHL,,49848000690,ARICEPT,,,,1,
ACHL,,51079047101,GALANTAMINE,,,,1,
ACHL,,59604038804,GALANTAMINE,,,,1,
ACHL,,50458039910,GALANTAMINE,,,,1,
ACHL,,51079013956,DONEPEZIL,,,,1,
ACHL,,187310040,NEOSTIGMINE,,,,1,
ACHL,,62980050502,DONEPEZIL,,,,1,
ACHL,,781375470,NEOSTIGMINE,,,,1,
ACHL,,34236520,MALATHION,,,,1,
ACHL,,62756014503,RIVASTIGMINE,,,,1,
ACHL,,615652639,GALANTAMINE,,,,1,
ACHL,,63037013925,NEOSTIGMINE,,,,1,
ACHL,,51079046901,GALANTAMINE,,,,1,
ACHL,,66105073903,ARICEPT,,,,1,
ACHL,,59604038830,GALANTAMINE,,,,1,
ACHL,,55111040730,GALANTAMINE,,,,1,
ACHL,,31722099510,NEOSTIGMINE,,,,1,
ACHL,,615136931,EXELON,,,,1,
ACHL,,73702011315,NEOSTIGMINE,,,,1,
ACHL,,16714038401,DONEPEZIL,,,,1,
ACHL,,42658011951,DONEPEZIL,,,,1,
ACHL,,71139704901,NEOSTIGMINE,,,,1,
ACHL,,64896112103,GALANTAMINE,,,,1,
ACHL,,12280029230,ARICEPT,,,,1,
ACHL,,59604039160,GALANTAMINE,,,,1,
ACHL,,187310050,NEOSTIGMINE,,,,1,
ACHL,,615651739,GALANTAMINE,,,,1,
ACHL,,16714038502,DONEPEZIL,,,,1,
ACHL,,68950003001,NEOSTIGMINE,,,,1,
ACHL,,73152002816,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,615552905,ARICEPT,,,,1,
ACHL,,64158001246,MESTINON,,,,1,
ACHL,,61392055960,GALANTAMINE,,,,1,
ACHL,,591319101,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,62756014601,RIVASTIGMINE,,,,1,
ACHL,,703027010,NEOSTIGMINE,,,,1,
ACHL,,703271103,NEOSTIGMINE,,,,1,
ACHL,,55154141000,GALANTAMINE,,,,1,
ACHL,,43353090505,GALANTAMINE,,,,1,
ACHL,,51079013930,DONEPEZIL,,,,1,
ACHL,,280128704,MYTELASE,,,,1,
ACHL,,59604039765,GALANTAMINE,,,,1,
ACHL,,66336056915,ARICEPT,,,,1,
ACHL,,247181930,ARICEPT,,,,1,
ACHL,,469383030,NEOSTIGMINE,,,,1,
ACHL,,12578039910,GALANTAMINE,,,,1,
ACHL,,50458038800,GALANTAMINE,,,,1,
ACHL,,59604038704,GALANTAMINE,,,,1,
ACHL,,62856083130,ARICEPT,,,,1,
ACHL,,51079013856,DONEPEZIL,,,,1,
ACHL,,59604089203,GALANTAMINE,,,,1,
ACHL,,641626410,NEOSTIGMINE,,,,1,
ACHL,,17088002001,EXELON,,,,1,
ACHL,,16714038402,DONEPEZIL,,,,1,
ACHL,,12280038960,EXELON,,,,1,
ACHL,,61392079539,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,66828001401,EXELON,,,,1,
ACHL,,179172171,GALANTAMINE,,,,1,
ACHL,,51129309202,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,59568050201,EXELON,,,,1,
ACHL,,187301350,MESTINON,,,,1,
ACHL,,66336054928,EXELON,,,,1,
ACHL,,50458038804,GALANTAMINE,,,,1,
ACHL,,64896112108,GALANTAMINE,,,,1,
ACHL,,703270403,NEOSTIGMINE,,,,1,
ACHL,,24200077152,NEOSTIGMINE,,,,1,
ACHL,,10797003303,NEOSTIGMINE,,,,1,
ACHL,,247181830,ARICEPT,,,,1,
ACHL,,62756014501,RIVASTIGMINE,,,,1,
ACHL,,51129332901,GALANTAMINE,,,,1,
ACHL,,55154763200,DONEPEZIL,,,,1,
ACHL,,69452010813,DONEPEZIL,,,,1,
ACHL,,46708009391,DONEPEZIL,,,,1,
ACHL,,615651731,GALANTAMINE,,,,1,
ACHL,,78032326,EXELON,,,,1,
ACHL,,33261080790,DONEPEZIL,,,,1,
ACHL,,64239040450,DONEPEZIL,,,,1,
ACHL,,64896351102,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,703027110,NEOSTIGMINE,,,,1,
ACHL,,51079013830,DONEPEZIL,,,,1,
ACHL,,58864089530,ARICEPT,,,,1,
ACHL,,46594075001,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51079047020,GALANTAMINE,,,,1,
ACHL,,64896351101,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,12280029160,GALANTAMINE,,,,1,
ACHL,,52046005,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,59604038930,GALANTAMINE,,,,1,
ACHL,,52584003325,NEOSTIGMINE,,,,1,
ACHL,,12280029130,GALANTAMINE,,,,1,
ACHL,,42254030430,DONEPEZIL,,,,1,
ACHL,,66105073915,ARICEPT,,,,1,
ACHL,,33261081760,DONEPEZIL,,,,1,
ACHL,,42582031118,DONEPEZIL,,,,1,
ACHL,,51079047120,GALANTAMINE,,,,1,
ACHL,,55111040901,GALANTAMINE,,,,1,
ACHL,,16571083316,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51129461102,GALANTAMINE,,,,1,
ACHL,,42658012004,DONEPEZIL,,,,1,
ACHL,,62579039260,GALANTAMINE,,,,1,
ACHL,,3291212,NEOSTIGMINE,,,,1,
ACHL,,591319105,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,179186971,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51079046903,GALANTAMINE,,,,1,
ACHL,,54569631000,DONEPEZIL,,,,1,
ACHL,,64896112200,GALANTAMINE,,,,1,
ACHL,,69452010930,DONEPEZIL,,,,1,
ACHL,,11071083201,DONEPEZIL,,,,1,
ACHL,,50458039104,GALANTAMINE,,,,1,
ACHL,,179172170,GALANTAMINE,,,,1,
ACHL,,641254041,NEOSTIGMINE,,,,1,
ACHL,,66105073703,ARICEPT,,,,1,
ACHL,,4100728,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,12280036730,ARICEPT,,,,1,
ACHL,,641626510,NEOSTIGMINE,,,,1,
ACHL,,12280029215,ARICEPT,,,,1,
ACHL,,11071084201,DONEPEZIL,,,,1,
ACHL,,54569631100,DONEPEZIL,,,,1,
ACHL,,781527506,DONEPEZIL,,,,1,
ACHL,,50268063811,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,12228029215,ARICEPT,,,,1,
ACHL,,59604039104,GALANTAMINE,,,,1,
ACHL,,62579039060,GALANTAMINE,,,,1,
ACHL,,641626501,NEOSTIGMINE,,,,1,
ACHL,,70954014810,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,11071084101,DONEPEZIL,,,,1,
ACHL,,60751050105,EXELON,,,,1,
ACHL,,42582031130,DONEPEZIL,,,,1,
ACHL,,74372301,NEOSTIGMINE,,,,1,
ACHL,,64896112003,GALANTAMINE,,,,1,
ACHL,,12228029230,ARICEPT,,,,1,
ACHL,,67544009215,ARICEPT,,,,1,
ACHL,,16714038405,DONEPEZIL,,,,1,
ACHL,,64896112108,GALANTAMINE,,,,1,
ACHL,,35356039430,EXELON,,,,1,
ACHL,,615138031,EXELON,,,,1,
ACHL,,71019020515,NEOSTIGMINE,,,,1,
ACHL,,52046002,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,247234230,MESTINON,,,,1,
ACHL,,10019027102,NEOSTIGMINE,,,,1,
ACHL,,42658012001,DONEPEZIL,,,,1,
ACHL,,55111040960,GALANTAMINE,,,,1,
ACHL,,66105073901,ARICEPT,,,,1,
ACHL,,67685319105,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,4192006,NEOSTIGMINE,,,,1,
ACHL,,60751050101,EXELON,,,,1,
ACHL,,62756014603,RIVASTIGMINE,,,,1,
ACHL,,469382030,NEOSTIGMINE,,,,1,
ACHL,,50458039004,GALANTAMINE,,,,1,
ACHL,,51129309201,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,615136531,EXELON,,,,1,
ACHL,,64896112008,GALANTAMINE,,,,1,
ACHL,,4192101,NEOSTIGMINE,,,,1,
ACHL,,55111033501,RIVASTIGMINE,,,,1,
ACHL,,555013302,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,49396027260,MALATHION,,,,1,
ACHL,,186174101,NEOSTIGMINE,,,,1,
ACHL,,23629007101,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,67544009217,ARICEPT,,,,1,
ACHL,,66544000401,EXELON,,,,1,
ACHL,,555102104,GALANTAMINE,,,,1,
ACHL,,209780020,NEOSTIGMINE,,,,1,
ACHL,,59604088306,GALANTAMINE,,,,1,
ACHL,,66828001301,EXELON,,,,1,
ACHL,,60751050205,EXELON,,,,1,
ACHL,,50458038700,GALANTAMINE,,,,1,
ACHL,,51079013930,DONEPEZIL,,,,1,
ACHL,,10119027010,NEOSTIGMINE,,,,1,
ACHL,,703027102,NEOSTIGMINE,,,,1,
ACHL,,179186970,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51672527204,MALATHION,,,,1,
ACHL,,615552331,ARICEPT,,,,1,
ACHL,,71449000811,NEOSTIGMINE,,,,1,
ACHL,,55154285805,NEOSTIGMINE,,,,1,
ACHL,,55111033560,RIVASTIGMINE,,,,1,
ACHL,,61392055925,GALANTAMINE,,,,1,
ACHL,,51079013856,DONEPEZIL,,,,1,
ACHL,,402091510,NEOSTIGMINE,,,,1,
ACHL,,46594075002,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,33261081700,DONEPEZIL,,,,1,
ACHL,,26053012201,ARICEPT,,,,1,
ACHL,,58864088630,ARICEPT,,,,1,
ACHL,,46594301004,MESTINON,,,,1,
ACHL,,179172172,GALANTAMINE,,,,1,
ACHL,,179186972,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,16714038501,DONEPEZIL,,,,1,
ACHL,,641254541,NEOSTIGMINE,,,,1,
ACHL,,62579039040,GALANTAMINE,,,,1,
ACHL,,51129336102,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,50458038900,GALANTAMINE,,,,1,
ACHL,,26053015601,GALANTAMINE,,,,1,
ACHL,,51129332502,GALANTAMINE,,,,1,
ACHL,,59604089103,GALANTAMINE,,,,1,
ACHL,,55111040760,GALANTAMINE,,,,1,
ACHL,,51079047001,GALANTAMINE,,,,1,
ACHL,,66105073909,ARICEPT,,,,1,
ACHL,,364236954,NEOSTIGMINE,,,,1,
ACHL,,51129461101,GALANTAMINE,,,,1,
ACHL,,69452010913,DONEPEZIL,,,,1,
ACHL,,64239040403,DONEPEZIL,,,,1,
ACHL,,61392079531,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,46594301303,MESTINON,,,,1,
ACHL,,62856024617,ARICEPT,,,,1,
ACHL,,67544009288,ARICEPT,,,,1,
ACHL,,67544009232,ARICEPT,,,,1,
ACHL,,42582031109,DONEPEZIL,,,,1,
ACHL,,62756014602,RIVASTIGMINE,,,,1,
ACHL,,55111040830,GALANTAMINE,,,,1,
ACHL,,66105073701,ARICEPT,,,,1,
ACHL,,686270403,NEOSTIGMINE,,,,1,
ACHL,,12280029290,ARICEPT,,,,1,
ACHL,,62980050403,DONEPEZIL,,,,1,
ACHL,,61392079525,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,26053029901,EXELON,,,,1,
ACHL,,46708009310,DONEPEZIL,,,,1,
ACHL,,59604038730,GALANTAMINE,,,,1,
ACHL,,70070017123,NEOSTIGMINE,,,,1,
ACHL,,55111040860,GALANTAMINE,,,,1,
ACHL,,21695078730,GALANTAMINE,,,,1,
ACHL,,51129460202,GALANTAMINE,,,,1,
ACHL,,68258714209,DONEPEZIL,,,,1,
ACHL,,517003310,NEOSTIGMINE,,,,1,
ACHL,,4906700,NEOSTIGMINE,,,,1,
ACHL,,26053015501,GALANTAMINE,,,,1,
ACHL,,187310030,NEOSTIGMINE,,,,1,
ACHL,,69452010932,DONEPEZIL,,,,1,
ACHL,,61392079530,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,33261080700,DONEPEZIL,,,,1,
ACHL,,46708009210,DONEPEZIL,,,,1,
ACHL,,42658012008,DONEPEZIL,,,,1,
ACHL,,182310030,NEOSTIGMINE,,,,1,
ACHL,,186174201,NEOSTIGMINE,,,,1,
ACHL,,4003513,NEOSTIGMINE,,,,1,
ACHL,,42582031230,DONEPEZIL,,,,1,
ACHL,,63739069640,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,46594301003,MESTINON,,,,1,
ACHL,,64896112203,GALANTAMINE,,,,1,
ACHL,,67544059231,ARICEPT,,,,1,
ACHL,,555013906,GALANTAMINE,,,,1,
ACHL,,51129461202,GALANTAMINE,,,,1,
ACHL,,55111033505,RIVASTIGMINE,,,,1,
ACHL,,55111033530,RIVASTIGMINE,,,,1,
ACHL,,64896112208,GALANTAMINE,,,,1,
ACHL,,61392055930,GALANTAMINE,,,,1,
ACHL,,67544009231,ARICEPT,,,,1,
ACHL,,641626401,NEOSTIGMINE,,,,1,
ACHL,,62756014502,RIVASTIGMINE,,,,1,
ACHL,,187310240,NEOSTIGMINE,,,,1,
ACHL,,99207065002,MALATHION,,,,1,
ACHL,,615652631,GALANTAMINE,,,,1,
ACHL,,51129460201,GALANTAMINE,,,,1,
ACHL,,50458038704,GALANTAMINE,,,,1,
ACHL,,64896112100,GALANTAMINE,,,,1,
ACHL,,4191906,NEOSTIGMINE,,,,1,
ACHL,,69452010832,DONEPEZIL,,,,1,
ACHL,,4003401,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,51079046920,GALANTAMINE,,,,1,
ACHL,,78032600,EXELON,,,,1,
ACHL,,59568050101,EXELON,,,,1,
ACHL,,15082082967,NEOSTIGMINE,,,,1,
ACHL,,46708009230,DONEPEZIL,,,,1,
ACHL,,59604088206,GALANTAMINE,,,,1,
ACHL,,66828001201,EXELON,,,,1,
ACHL,,615552339,ARICEPT,,,,1,
ACHL,,66828001501,EXELON,,,,1,
ACHL,,62856085130,ARICEPT,,,,1,
ACHL,,51129332501,GALANTAMINE,,,,1,
ACHL,,781527406,DONEPEZIL,,,,1,
ACHL,,4003314,PYRIDOSTIGMINE BROMIDE,,,,1,
ACHL,,62980050401,DONEPEZIL,,,,1,
ACHL,,59604039260,GALANTAMINE,,,,1,
ACHL,,68071158003,DONEPEZIL,,,,1,
ACHL,,67544009289,ARICEPT,,,,1,
ACHL,,781375670,NEOSTIGMINE,,,,1,
ACHL,,615552939,ARICEPT,,,,1,
ACHL,,26053012101,ARICEPT,,,,1,
ACHL,,55154141006,GALANTAMINE,,,,1,
ACHL,,64896112000,GALANTAMINE,,,,1,
ACHL,,64896112203,GALANTAMINE,,,,1,
ACHL,,59604039860,GALANTAMINE,,,,1,
ACHL,,55154689100,DONEPEZIL,,,,1,
ACHL,,615552305,ARICEPT,,,,1,
ACHL,,11695010001,OVIDE,,,,1,
ACHL,,66544000101,EXELON,,,,1,
ACHL,,16714038504,DONEPEZIL,,,,1,
IST,,55154141004,GALANTAMINE,,,,1,
IST,,71209001210,RIVASTIGMINE,,,,1,
IST,,402091610,NEOSTIGMINE METHYLSULFATE,,,,1,
IST,,406200305,AZATHIOPRINE,,,,1,
IST,,72572046024,NEOSTIGMINE METHYLSULFATE,,,,1,
IST,,555035101,LEFLUNOMIDE,,,,1,
IST,,71335202201,DONEPEZIL,,,,1,
IST,,75840011101,METHOTREXATE,,,,1,
IST,,71335090002,DONEPEZIL,,,,1,
IST,,52761063702,MALATHION,,,,1,
IST,,62332006630,RIVASTIGMINE,,,,1,
IST,,65862074430,GALANTAMINE,,,,1,
IST,,69189038301,CYCLOPHOSPHAMIDE,,,,1,
IST,,65038005501,DONEPEZIL,,,,1,
IST,,53978008521,CYCLOPHOSPHAMIDE,,,,1,
IST,,53978013603,METHOTREXATE,,,,1,
IST,,75834013605,RIVASTIGMINE,,,,1,
IST,,68682030210,PYRIDOSTIGMINE BROMIDE,,,,1,
IST,,81059800,AZATHIOPRINE,,,,1,
IST,,55567008400,AZATHIOPRINE,,,,1,
IST,,187310130,NEOSTIGMINE METHYLSULFATE,,,,1,
IST,,51956000201,RIVASTIGMINE,,,,1,
IST,,12871029809,CELLCEPT,,,,1,
IST,,46708006430,RIVASTIGMINE,,,,1,
IST,,46708009291,DONEPEZIL,,,,1,
IST,,781107636,METHOTREXATE,,,,1,
IST,,69452010830,DONEPEZIL,,,,1,
IST,,71209002001,DONEPEZIL,,,,1,
IST,,54868092101,AZATHIOPRINE,,,,1,
IST,,70436000606,GALANTAMINE,,,,1,
IST,,65655093303,CYCLOSPORINE,,,,1,
IST,,62053053905,CYCLOSPORINE,,,,1,
IST,,51991089899,RIVASTIGMINE,,,,1,
IST,,50458039160,GALANTAMINE,,,,1,
IST,,51311099430,CYCLOSPORINE,,,,1,
IST,,68788733106,TACROLIMUS,,,,1,
IST,,16714032101,LEFLUNOMIDE,,,,1,
IST,,42658011908,DONEPEZIL,,,,1,
IST,,50268047715,LEFLUNOMIDE,,,,1,
IST,,75834013560,RIVASTIGMINE,,,,1,
IST,,42582031209,DONEPEZIL,,,,1,
IST,,65841072216,DONEPEZIL,,,,1,
IST,,65862032510,DONEPEZIL,,,,1,
IST,,65862046060,GALANTAMINE,,,,1,
IST,,66893088901,LEFLUNOMIDE,,,,1,
IST,,54868480900,METHOTREXATE,,,,1,
IST,,62756014786,RIVASTIGMINE,,,,1,
IST,,88216047,LEFLUNOMIDE,,,,1,
IST,,35356024830,CYCLOSPORINE,,,,1,
IST,,55045194004,METHOTREXATE,,,,1,
IST,,49884088805,LEFLUNOMIDE,,,,1,
IST,,60687029201,DONEPEZIL,,,,1,
IST,,57438061702,PROGRAF,,,,1,
IST,,60935090901,CYCLOSPORINE,,,,1,
IST,,16714033101,LEFLUNOMIDE,,,,1,
IST,,42658011904,DONEPEZIL,,,,1,
IST,,65841072116,DONEPEZIL,,,,1,
IST,,72189026590,DONEPEZIL,,,,1,
IST,,33342009215,RIVASTIGMINE,,,,1,
IST,,247234530,AZATHIOPRINE,,,,1,
