GROUPING,CODE,NDC11,MOLECULE,SOURCE_COMPILE,SOURCE_DM,SOURCE_UCB,SOURCE_KOMODO,
STEROIDS,,405616110,HYDROCORTISONE,,,,1,
STEROIDS,,247212297,DEXAMETHASONE,,,,1,
STEROIDS,,17630001002,BETAMETHASONE,,,,1,
STEROIDS,,61360128201,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,50090316400,HYDROCORTISONE,,,,1,
STEROIDS,,50090331004,PREDNISONE,,,,1,
STEROIDS,,76420018501,DEXAMETHASONE,,,,1,
STEROIDS,,43063059020,PREDNISONE,,,,1,
STEROIDS,,43063064415,PREDNISONE,,,,1,
STEROIDS,,53002936002,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,53100054300,HYDROCORTISONE,,,,1,
STEROIDS,,52959031901,HYDROCORTISONE,,,,1,
STEROIDS,,68788775206,PREDNISONE,,,,1,
STEROIDS,,603533715,PREDNISONE,,,,1,
STEROIDS,,23317037115,BETAMETHASONE,,,,1,
STEROIDS,,53443051712,PREDNISOLONE,,,,1,
STEROIDS,,113054164,CORTISONE ACETATE,,,,1,
STEROIDS,,53002912101,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,23317034316,HYDROCORTISONE,,,,1,
STEROIDS,,10337055052,CORTISONE ACETATE,,,,1,
STEROIDS,,62584041050,DEXAMETHASONE,,,,1,
STEROIDS,,68115028942,PREDNISONE,,,,1,
STEROIDS,,68788739703,BETAMETHASONE,,,,1,
STEROIDS,,51138014639,PREDNISONE,,,,1,
STEROIDS,,60904008527,DEXAMETHASONE,,,,1,
STEROIDS,,63015024200,HYDROCORTISONE,,,,1,
STEROIDS,,72162117205,PREDNISONE,,,,1,
STEROIDS,,63629878301,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,43063022801,CORTISONE ACETATE,,,,1,
STEROIDS,,6762503,DEXAMETHASONE,,,,1,
STEROIDS,,299583001,HYDROCORTISONE,,,,1,
STEROIDS,,50268040715,HYDROCORTISONE,,,,1,
STEROIDS,,536432450,PREDNISONE,,,,1,
STEROIDS,,10135077901,PREDNISONE,,,,1,
STEROIDS,,17236019901,METHYLPREDNISOLONE,,,,1,
STEROIDS,,55045175505,DEXAMETHASONE,,,,1,
STEROIDS,,72572012025,DEXAMETHASONE,,,,1,
STEROIDS,,52565001059,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,72810015,HYDROCORTISONE,,,,1,
STEROIDS,,555013005,DEXAMETHASONE,,,,1,
STEROIDS,,62584083450,PREDNISONE,,,,1,
STEROIDS,,68071437505,DEXAMETHASONE,,,,1,
STEROIDS,,68071458001,DEXAMETHASONE,,,,1,
STEROIDS,,781705527,BETAMETHASONE,,,,1,
STEROIDS,,781704161,BETAMETHASONE,,,,1,
STEROIDS,,496072975,CORTISONE ACETATE,,,,1,
STEROIDS,,247042505,DEXAMETHASONE,,,,1,
STEROIDS,,71335206909,PREDNISONE,,,,1,
STEROIDS,,51193020405,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,1875051802,HYDROCORTISONE,,,,1,
STEROIDS,,60760062921,PREDNISONE,,,,1,
STEROIDS,,52389064928,HYDROCORTISONE,,,,1,
STEROIDS,,51655041021,PREDNISONE,,,,1,
STEROIDS,,55045148003,PREDNISONE,,,,1,
STEROIDS,,55045153309,PREDNISONE,,,,1,
STEROIDS,,11822209903,HYDROCORTISONE,,,,1,
STEROIDS,,259031010,PREDNISOLONE,,,,1,
STEROIDS,,68788992203,HYDROCORTISONE,,,,1,
STEROIDS,,574709012,CORTISONE ACETATE,,,,1,
STEROIDS,,588533270,CORTISONE ACETATE,,,,1,
STEROIDS,,168001431,HYDROCORTISONE,,,,1,
STEROIDS,,904215560,PREDNISOLONE,,,,1,
STEROIDS,,35356012045,BETAMETHASONE,,,,1,
STEROIDS,,68788950309,PREDNISONE,,,,1,
STEROIDS,,299200045,HYDROCORTISONE,,,,1,
STEROIDS,,68115095510,HYDROCORTISONE,,,,1,
STEROIDS,,68115096420,HYDROCORTISONE,,,,1,
STEROIDS,,68135048402,PREDNISOLONE,,,,1,
STEROIDS,,50222050166,BETAMETHASONE,,,,1,
STEROIDS,,677011701,PREDNISONE,,,,1,
STEROIDS,,69646070401,CORTISONE ACETATE,,,,1,
STEROIDS,,16477020212,CORTISONE ACETATE,,,,1,
STEROIDS,,68115096021,METHYLPREDNISOLONE,,,,1,
STEROIDS,,47463059920,PREDNISONE,,,,1,
STEROIDS,,51655002077,PREDNISONE,,,,1,
STEROIDS,,51655008631,PREDNISONE,,,,1,
STEROIDS,,51655008650,PREDNISONE,,,,1,
STEROIDS,,51432072518,HYDROCORTISONE,,,,1,
STEROIDS,,85013604,BETAMETHASONE,,,,1,
STEROIDS,,54643324301,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,490715680,PREDNISONE,,,,1,
STEROIDS,,24488003318,HYDROCORTISONE,,,,1,
STEROIDS,,54868115700,PREDNISOLONE,,,,1,
STEROIDS,,13925011102,CORTISONE ACETATE,,,,1,
STEROIDS,,55154490500,PREDNISONE,,,,1,
STEROIDS,,49348052272,HYDROCORTISONE,,,,1,
STEROIDS,,603053550,HYDROCORTISONE,,,,1,
STEROIDS,,96073215,HYDROCORTISONE,,,,1,
STEROIDS,,51129354501,HYDROCORTISONE,,,,1,
STEROIDS,,70518291500,METHYLPREDNISOLONE,,,,1,
STEROIDS,,54766079965,CORTISONE ACETATE,,,,1,
STEROIDS,,11845017804,PREDNISONE,,,,1,
STEROIDS,,364021701,PREDNISOLONE,,,,1,
STEROIDS,,49999011012,PREDNISONE,,,,1,
STEROIDS,,54569481400,HYDROCORTISONE,,,,1,
STEROIDS,,54569506000,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55887077011,PREDNISONE,,,,1,
STEROIDS,,17022265907,PREDNISOLONE,,,,1,
STEROIDS,,70518187900,BETAMETHASONE,,,,1,
STEROIDS,,70518202303,METHYLPREDNISOLONE,,,,1,
STEROIDS,,686003015,BETAMETHASONE,,,,1,
STEROIDS,,54569304301,PREDNISONE,,,,1,
STEROIDS,,70518214800,METHYLPREDNISOLONE,,,,1,
STEROIDS,,363006306,CORTISONE ACETATE,,,,1,
STEROIDS,,254840106,CORTISONE ACETATE,,,,1,
STEROIDS,,591251030,BUDESONIDE,,,,1,
STEROIDS,,55681022403,CORTISONE ACETATE,,,,1,
STEROIDS,,58016096584,DEXAMETHASONE,,,,1,
STEROIDS,,78206012401,BETAMETHASONE,,,,1,
STEROIDS,,11695483504,BETAMETHASONE,,,,1,
STEROIDS,,58016312701,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,951544201,PREDNISONE,,,,1,
STEROIDS,,132060101,HYDROCORTISONE,,,,1,
STEROIDS,,49035097327,HYDROCORTISONE,,,,1,
STEROIDS,,677084249,BETAMETHASONE,,,,1,
STEROIDS,,677104525,BETAMETHASONE,,,,1,
STEROIDS,,363097326,HYDROCORTISONE,,,,1,
STEROIDS,,556012310,PREDNISONE,,,,1,
STEROIDS,,603786174,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,49158010416,HYDROCORTISONE,,,,1,
STEROIDS,,49158013916,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,71205036210,PREDNISONE,,,,1,
STEROIDS,,61919010815,PREDNISONE,,,,1,
STEROIDS,,74300000181,HYDROCORTISONE,,,,1,
STEROIDS,,364662454,HYDROCORTISONE,,,,1,
STEROIDS,,364739453,DEXAMETHASONE,,,,1,
STEROIDS,,50428037924,HYDROCORTISONE,,,,1,
STEROIDS,,49825012601,HYDROCORTISONE,,,,1,
STEROIDS,,451150016,PREDNISOLONE,,,,1,
STEROIDS,,51672129006,HYDROCORTISONE,,,,1,
STEROIDS,,52297010410,HYDROCORTISONE,,,,1,
STEROIDS,,16590014921,METHYLPREDNISOLONE,,,,1,
STEROIDS,,52512069204,HYDROCORTISONE,,,,1,
STEROIDS,,68788038201,BETAMETHASONE,,,,1,
STEROIDS,,53922157501,BETAMETHASONE,,,,1,
STEROIDS,,52544083201,PREDNISONE,,,,1,
STEROIDS,,496079936,CORTISONE ACETATE,,,,1,
STEROIDS,,223415903,HYDROCORTISONE,,,,1,
STEROIDS,,143941201,PREDNISONE,,,,1,
STEROIDS,,60258004101,CORTISONE ACETATE,,,,1,
STEROIDS,,839772249,HYDROCORTISONE,,,,1,
STEROIDS,,54569613400,DEXAMETHASONE,,,,1,
STEROIDS,,260091416,PREDNISONE,,,,1,
STEROIDS,,60760044221,PREDNISONE,,,,1,
STEROIDS,,60760063035,PREDNISONE,,,,1,
STEROIDS,,179115488,PREDNISONE,,,,1,
STEROIDS,,73622305003,CORTISONE ACETATE,,,,1,
STEROIDS,,555002602,PREDNISONE,,,,1,
STEROIDS,,67263028201,HYDROCORTISONE,,,,1,
STEROIDS,,223416003,HYDROCORTISONE,,,,1,
STEROIDS,,30142044303,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,53492200801,PREDNISONE,,,,1,
STEROIDS,,11845012019,METHYLPREDNISOLONE,,,,1,
STEROIDS,,53217028820,PREDNISONE,,,,1,
STEROIDS,,53261034012,DEXAMETHASONE,,,,1,
STEROIDS,,3029320,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,16781039204,HYDROCORTISONE,,,,1,
STEROIDS,,904762302,HYDROCORTISONE,,,,1,
STEROIDS,,65162098429,METHYLPREDNISOLONE,,,,1,
STEROIDS,,67870010316,PREDNISOLONE,,,,1,
STEROIDS,,686001402,HYDROCORTISONE,,,,1,
STEROIDS,,814377676,HYDROCORTISONE,,,,1,
STEROIDS,,58016078124,DEXAMETHASONE,,,,1,
STEROIDS,,68084028865,CORTISONE ACETATE,,,,1,
STEROIDS,,71307907,HYDROCORTISONE,,,,1,
STEROIDS,,61734041501,HYDROCORTISONE,,,,1,
STEROIDS,,51432083001,METHYLPREDNISOLONE,,,,1,
STEROIDS,,63629861701,BETAMETHASONE,,,,1,
STEROIDS,,51975013805,CORTICOTROPIN,,,,1,
STEROIDS,,51991046201,PREDNISONE,,,,1,
STEROIDS,,490715609,PREDNISONE,,,,1,
STEROIDS,,121181440,DEXAMETHASONE,,,,1,
STEROIDS,,11695143105,PREDNISOLONE,,,,1,
STEROIDS,,55154490107,DEXAMETHASONE,,,,1,
STEROIDS,,60432056161,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,43353008060,PREDNISONE,,,,1,
STEROIDS,,53624070810,HYDROCORTISONE,,,,1,
STEROIDS,,54569394600,METHYLPREDNISOLONE,,,,1,
STEROIDS,,54868084300,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,839520845,HYDROCORTISONE,,,,1,
STEROIDS,,33358029348,PREDNISONE,,,,1,
STEROIDS,,9000501,HYDROCORTISONE,,,,1,
STEROIDS,,70518111400,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,61314063710,PREDNISOLONE,,,,1,
STEROIDS,,14043060121,BETAMETHASONE,,,,1,
STEROIDS,,50090311500,HYDROCORTISONE,,,,1,
STEROIDS,,50090313701,PREDNISONE,,,,1,
STEROIDS,,67296027901,HYDROCORTISONE,,,,1,
STEROIDS,,54417931,DEXAMETHASONE,,,,1,
STEROIDS,,58118003608,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,64380078401,PREDNISONE,,,,1,
STEROIDS,,69017802,DEXAMETHASONE,,,,1,
STEROIDS,,69019202,DEXAMETHASONE,,,,1,
STEROIDS,,53002933301,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,68788782701,BETAMETHASONE,,,,1,
STEROIDS,,349226110,PREDNISONE,,,,1,
STEROIDS,,349250310,PREDNISOLONE,,,,1,
STEROIDS,,41167000335,HYDROCORTISONE,,,,1,
STEROIDS,,316029177,HYDROCORTISONE,,,,1,
STEROIDS,,54868454601,BETAMETHASONE,,,,1,
STEROIDS,,68788069804,PREDNISONE,,,,1,
STEROIDS,,536510797,HYDROCORTISONE,,,,1,
STEROIDS,,6757201,PREDNISOLONE,,,,1,
STEROIDS,,45802001003,HYDROCORTISONE,,,,1,
STEROIDS,,693067375,BETAMETHASONE,,,,1,
STEROIDS,,641036725,DEXAMETHASONE,,,,1,
STEROIDS,,404995801,METHYLPREDNISOLONE,,,,1,
STEROIDS,,10135077401,PREDNISONE,,,,1,
STEROIDS,,10135077501,PREDNISONE,,,,1,
STEROIDS,,70288017300,HYDROCORTISONE,,,,1,
STEROIDS,,254421615,METHYLPREDNISOLONE,,,,1,
STEROIDS,,254509323,PREDNISONE,,,,1,
STEROIDS,,49999002830,PREDNISONE,,,,1,
STEROIDS,,21695084830,DEXAMETHASONE,,,,1,
STEROIDS,,58016099376,METHYLPREDNISOLONE,,,,1,
STEROIDS,,51672407406,HYDROCORTISONE,,,,1,
STEROIDS,,23490571002,HYDROCORTISONE,,,,1,
STEROIDS,,49158021345,BETAMETHASONE,,,,1,
STEROIDS,,677069801,PREDNISONE,,,,1,
STEROIDS,,363097364,HYDROCORTISONE,,,,1,
STEROIDS,,66466358201,DEXAMETHASONE,,,,1,
STEROIDS,,71335178009,PREDNISONE,,,,1,
STEROIDS,,10038003607,HYDROCORTISONE,,,,1,
STEROIDS,,586051303,CORTISONE ACETATE,,,,1,
STEROIDS,,68462057517,HYDROCORTISONE,,,,1,
STEROIDS,,57866432508,PREDNISONE,,,,1,
STEROIDS,,52079304,DEXAMETHASONE,,,,1,
STEROIDS,,54001825,PREDNISONE,,,,1,
STEROIDS,,9004504,PREDNISONE,,,,1,
STEROIDS,,9004727,METHYLPREDNISOLONE,,,,1,
STEROIDS,,157092601,PREDNISONE,,,,1,
STEROIDS,,49499109105,CORTISONE ACETATE,,,,1,
STEROIDS,,168025503,PREDNISOLONE,,,,1,
STEROIDS,,472034256,HYDROCORTISONE,,,,1,
STEROIDS,,51125041206,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55045393801,HYDROCORTISONE,,,,1,
STEROIDS,,16571067616,CORTISONE ACETATE,,,,1,
STEROIDS,,676059280,PREDNISOLONE,,,,1,
STEROIDS,,13709031001,HYDROCORTISONE,,,,1,
STEROIDS,,299200015,HYDROCORTISONE,,,,1,
STEROIDS,,75150543,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,58016604105,DEXAMETHASONE,,,,1,
STEROIDS,,61919032614,PREDNISONE,,,,1,
STEROIDS,,63739020710,PREDNISONE,,,,1,
STEROIDS,,51672131001,BETAMETHASONE,,,,1,
STEROIDS,,59779031956,HYDROCORTISONE,,,,1,
STEROIDS,,50090064900,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,69238703301,CORTISONE ACETATE,,,,1,
STEROIDS,,66915012201,HYDROCORTISONE,,,,1,
STEROIDS,,11917004958,HYDROCORTISONE,,,,1,
STEROIDS,,51432201605,DEXAMETHASONE,,,,1,
STEROIDS,,62742405101,HYDROCORTISONE,,,,1,
STEROIDS,,62742405102,CORTISONE ACETATE,,,,1,
STEROIDS,,179005670,HYDROCORTISONE,,,,1,
STEROIDS,,62172020322,HYDROCORTISONE,,,,1,
STEROIDS,,51975013710,PREDNISOLONE,,,,1,
STEROIDS,,490715606,PREDNISONE,,,,1,
STEROIDS,,490715625,PREDNISONE,,,,1,
STEROIDS,,839151712,PREDNISONE,,,,1,
STEROIDS,,13985003702,DEXAMETHASONE,,,,1,
STEROIDS,,55154492607,PREDNISONE,,,,1,
STEROIDS,,63629160509,PREDNISONE,,,,1,
STEROIDS,,65649051124,CORTISONE ACETATE,,,,1,
STEROIDS,,102314515,BETAMETHASONE,,,,1,
STEROIDS,,55175184203,PREDNISOLONE,,,,1,
STEROIDS,,9001201,HYDROCORTISONE,,,,1,
STEROIDS,,85085303,BETAMETHASONE,,,,1,
STEROIDS,,839507606,PREDNISOLONE,,,,1,
STEROIDS,,363062001,HYDROCORTISONE,,,,1,
STEROIDS,,53002030932,PREDNISONE,,,,1,
STEROIDS,,53002034410,HYDROCORTISONE,,,,1,
STEROIDS,,53002035254,PREDNISONE,,,,1,
STEROIDS,,72036040528,HYDROCORTISONE,,,,1,
STEROIDS,,72036040828,HYDROCORTISONE,,,,1,
STEROIDS,,63981097334,HYDROCORTISONE,,,,1,
STEROIDS,,53217033101,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55887090048,PREDNISONE,,,,1,
STEROIDS,,57706085531,DEXAMETHASONE,,,,1,
STEROIDS,,33261062506,DEXAMETHASONE,,,,1,
STEROIDS,,24196051501,PREDNISONE,,,,1,
STEROIDS,,85000203,BETAMETHASONE,,,,1,
STEROIDS,,53217007401,DEXAMETHASONE,,,,1,
STEROIDS,,23490615809,PREDNISONE,,,,1,
STEROIDS,,24196051410,PREDNISONE,,,,1,
STEROIDS,,24208029505,DEXAMETHASONE,,,,1,
STEROIDS,,54868544604,CORTISONE ACETATE,,,,1,
STEROIDS,,55014005801,HYDROCORTISONE,,,,1,
STEROIDS,,50629094242,HYDROCORTISONE,,,,1,
STEROIDS,,72275073977,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,55289037336,PREDNISONE,,,,1,
STEROIDS,,316022315,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,70350261701,CORTISONE ACETATE,,,,1,
STEROIDS,,52959144405,BETAMETHASONE,,,,1,
STEROIDS,,68788059701,BETAMETHASONE,,,,1,
STEROIDS,,536432801,PREDNISONE,,,,1,
STEROIDS,,49884008310,DEXAMETHASONE,,,,1,
STEROIDS,,61392013630,METHYLPREDNISOLONE,,,,1,
STEROIDS,,54868185801,HYDROCORTISONE,,,,1,
STEROIDS,,10811027410,PREDNISOLONE,,,,1,
STEROIDS,,69306000421,METHYLPREDNISOLONE,,,,1,
STEROIDS,,71101021101,HYDROCORTISONE,,,,1,
STEROIDS,,23490191102,METHYLPREDNISOLONE,,,,1,
STEROIDS,,45802001401,HYDROCORTISONE,,,,1,
STEROIDS,,69315030230,HYDROCORTISONE,,,,1,
STEROIDS,,57319054763,BETAMETHASONE,,,,1,
STEROIDS,,57319055154,BETAMETHASONE,,,,1,
STEROIDS,,58016021710,PREDNISONE,,,,1,
STEROIDS,,501330501,HYDROCORTISONE,,,,1,
STEROIDS,,591505243,PREDNISONE,,,,1,
STEROIDS,,48102000335,DEXAMETHASONE,,,,1,
STEROIDS,,61786097901,DEXAMETHASONE,,,,1,
STEROIDS,,12634018857,PREDNISONE,,,,1,
STEROIDS,,50090240306,PREDNISONE,,,,1,
STEROIDS,,66336035607,PREDNISONE,,,,1,
STEROIDS,,53002325206,PREDNISONE,,,,1,
STEROIDS,,61360126705,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,82429011800,CORTISONE ACETATE,,,,1,
STEROIDS,,14043060111,BETAMETHASONE,,,,1,
STEROIDS,,14290031303,HYDROCORTISONE,,,,1,
STEROIDS,,54569885700,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,67296014001,PREDNISONE,,,,1,
STEROIDS,,182506030,CORTISONE ACETATE,,,,1,
STEROIDS,,113097364,HYDROCORTISONE,,,,1,
STEROIDS,,70934009621,PREDNISONE,,,,1,
STEROIDS,,51414010608,HYDROCORTISONE,,,,1,
STEROIDS,,53002906101,HYDROCORTISONE,,,,1,
STEROIDS,,53002977001,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,527778197,HYDROCORTISONE,,,,1,
STEROIDS,,54569278500,PREDNISONE,,,,1,
STEROIDS,,54569286800,PREDNISOLONE,,,,1,
STEROIDS,,63874032719,PREDNISONE,,,,1,
STEROIDS,,70934030712,PREDNISONE,,,,1,
STEROIDS,,71850181201,CORTISONE ACETATE,,,,1,
STEROIDS,,603459315,METHYLPREDNISOLONE,,,,1,
STEROIDS,,68071278103,PREDNISONE,,,,1,
STEROIDS,,68788769202,PREDNISONE,,,,1,
STEROIDS,,69436093020,HYDROCORTISONE,,,,1,
STEROIDS,,58016096545,DEXAMETHASONE,,,,1,
STEROIDS,,62436024701,HYDROCORTISONE,,,,1,
STEROIDS,,42254023405,DEXAMETHASONE,,,,1,
STEROIDS,,54868628800,BETAMETHASONE,,,,1,
STEROIDS,,58443024604,CORTISONE ACETATE,,,,1,
STEROIDS,,49158021425,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,49158035516,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,63874044401,DEXAMETHASONE,,,,1,
STEROIDS,,53329009191,CORTISONE ACETATE,,,,1,
STEROIDS,,63874039214,PREDNISONE,,,,1,
STEROIDS,,63874039224,PREDNISONE,,,,1,
STEROIDS,,61392040831,PREDNISONE,,,,1,
STEROIDS,,10023012520,HYDROCORTISONE,,,,1,
STEROIDS,,879043805,PREDNISONE,,,,1,
STEROIDS,,9027302,HYDROCORTISONE,,,,1,
STEROIDS,,9004516,PREDNISONE,,,,1,
STEROIDS,,904268029,HYDROCORTISONE,,,,1,
STEROIDS,,71335216007,PREDNISONE,,,,1,
STEROIDS,,51129130701,PREDNISONE,,,,1,
STEROIDS,,55887037705,DEXAMETHASONE,,,,1,
STEROIDS,,13668061005,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,52959006801,PREDNISOLONE,,,,1,
STEROIDS,,59741030124,CORTISONE ACETATE,,,,1,
STEROIDS,,47682061173,HYDROCORTISONE,,,,1,
STEROIDS,,33342032954,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,59196001024,PREDNISOLONE,,,,1,
STEROIDS,,58016604101,DEXAMETHASONE,,,,1,
STEROIDS,,71205074124,PREDNISONE,,,,1,
STEROIDS,,63739020910,PREDNISONE,,,,1,
STEROIDS,,364044290,PREDNISONE,,,,1,
STEROIDS,,402085605,PREDNISOLONE,,,,1,
STEROIDS,,51672201301,HYDROCORTISONE,,,,1,
STEROIDS,,50989046245,BETAMETHASONE,,,,1,
STEROIDS,,21695040508,PREDNISOLONE,,,,1,
STEROIDS,,51672139004,BETAMETHASONE,,,,1,
STEROIDS,,50989046119,BETAMETHASONE,,,,1,
STEROIDS,,440816512,PREDNISONE,,,,1,
STEROIDS,,51655002025,PREDNISONE,,,,1,
STEROIDS,,51655002049,PREDNISONE,,,,1,
STEROIDS,,66915053101,HYDROCORTISONE,,,,1,
STEROIDS,,51655002028,PREDNISONE,,,,1,
STEROIDS,,71205052415,BETAMETHASONE,,,,1,
STEROIDS,,482480007,CORTISONE ACETATE,,,,1,
STEROIDS,,70954005620,PREDNISONE,,,,1,
STEROIDS,,17478021810,PREDNISOLONE,,,,1,
STEROIDS,,17478021911,PREDNISOLONE,,,,1,
STEROIDS,,51944445035,DEXAMETHASONE,,,,1,
STEROIDS,,68071164701,HYDROCORTISONE,,,,1,
STEROIDS,,490715644,PREDNISONE,,,,1,
STEROIDS,,603389919,HYDROCORTISONE,,,,1,
STEROIDS,,603390010,HYDROCORTISONE,,,,1,
STEROIDS,,33358034005,DEXAMETHASONE,,,,1,
STEROIDS,,55154491907,PREDNISONE,,,,1,
STEROIDS,,70518291608,PREDNISONE,,,,1,
STEROIDS,,54569401203,PREDNISOLONE,,,,1,
STEROIDS,,839151716,PREDNISONE,,,,1,
STEROIDS,,54766070804,CORTISONE ACETATE,,,,1,
STEROIDS,,50090173400,BETAMETHASONE,,,,1,
STEROIDS,,53002035230,PREDNISONE,,,,1,
STEROIDS,,364039902,DEXAMETHASONE,,,,1,
STEROIDS,,54569464800,DEXAMETHASONE,,,,1,
STEROIDS,,33261062560,DEXAMETHASONE,,,,1,
STEROIDS,,686063004,HYDROCORTISONE,,,,1,
STEROIDS,,53217010501,DEXAMETHASONE,,,,1,
STEROIDS,,53217019701,HYDROCORTISONE,,,,1,
STEROIDS,,23490615706,PREDNISONE,,,,1,
STEROIDS,,64380001110,DEXAMETHASONE,,,,1,
STEROIDS,,713022980,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,41167000210,HYDROCORTISONE,,,,1,
STEROIDS,,904074531,HYDROCORTISONE,,,,1,
STEROIDS,,69367024324,CORTISONE ACETATE,,,,1,
STEROIDS,,54569076700,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,310737220,BUDESONIDE,,,,1,
STEROIDS,,61133089909,DEXAMETHASONE,,,,1,
STEROIDS,,63629957001,DEXAMETHASONE,,,,1,
STEROIDS,,52959095515,HYDROCORTISONE,,,,1,
STEROIDS,,615843839,PREDNISONE,,,,1,
STEROIDS,,536431020,BETAMETHASONE,,,,1,
STEROIDS,,49884008605,DEXAMETHASONE,,,,1,
STEROIDS,,68754020600,HYDROCORTISONE,,,,1,
STEROIDS,,54868184002,PREDNISOLONE,,,,1,
STEROIDS,,53002094167,BETAMETHASONE,,,,1,
STEROIDS,,25463002016,HYDROCORTISONE,,,,1,
STEROIDS,,45565055509,CORTISONE ACETATE,,,,1,
STEROIDS,,70518152400,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,302041546,BETAMETHASONE,,,,1,
STEROIDS,,45802000205,HYDROCORTISONE,,,,1,
STEROIDS,,45802006205,HYDROCORTISONE,,,,1,
STEROIDS,,693067288,BETAMETHASONE,,,,1,
STEROIDS,,17236053901,PREDNISONE,,,,1,
STEROIDS,,17270057437,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,57319044116,PREDNISOLONE,,,,1,
STEROIDS,,555012905,DEXAMETHASONE,,,,1,
STEROIDS,,66336042860,PREDNISONE,,,,1,
STEROIDS,,68788030108,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,53943026901,HYDROCORTISONE,,,,1,
STEROIDS,,52544079801,CORTISONE ACETATE,,,,1,
STEROIDS,,555023305,PREDNISONE,,,,1,
STEROIDS,,853202570,PREDNISOLONE,,,,1,
STEROIDS,,52410305006,CORTISONE ACETATE,,,,1,
STEROIDS,,591505901,PREDNISOLONE,,,,1,
STEROIDS,,52719005110,HYDROCORTISONE,,,,1,
STEROIDS,,55045124105,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,57561095304,DEXAMETHASONE,,,,1,
STEROIDS,,32281001,PREDNISONE,,,,1,
STEROIDS,,61360130901,BETAMETHASONE,,,,1,
STEROIDS,,61360126906,BETAMETHASONE,,,,1,
STEROIDS,,71205008907,PREDNISONE,,,,1,
STEROIDS,,67777000404,HYDROCORTISONE,,,,1,
STEROIDS,,23017410,PREDNISOLONE,,,,1,
STEROIDS,,182506045,CORTISONE ACETATE,,,,1,
STEROIDS,,53012022205,PREDNISOLONE,,,,1,
STEROIDS,,143147601,PREDNISONE,,,,1,
STEROIDS,,61392076131,PREDNISONE,,,,1,
STEROIDS,,40032009780,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,59779072928,HYDROCORTISONE,,,,1,
STEROIDS,,254508321,PREDNISONE,,,,1,
STEROIDS,,254508421,PREDNISONE,,,,1,
STEROIDS,,66267093380,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,115428004,PREDNISOLONE,,,,1,
STEROIDS,,35356067330,PREDNISONE,,,,1,
STEROIDS,,35356067648,PREDNISONE,,,,1,
STEROIDS,,54925002675,BETAMETHASONE,,,,1,
STEROIDS,,58016029030,DEXAMETHASONE,,,,1,
STEROIDS,,49158020016,HYDROCORTISONE,,,,1,
STEROIDS,,68047070251,DEXAMETHASONE,,,,1,
STEROIDS,,363197326,HYDROCORTISONE,,,,1,
STEROIDS,,18011024910,PREDNISOLONE,,,,1,
STEROIDS,,63304059122,METHYLPREDNISOLONE,,,,1,
STEROIDS,,49158035608,TRIAMCINOLONE ACETONIDE,,,,1,
STEROIDS,,527117301,CORTISONE ACETATE,,,,1,
STEROIDS,,574709312,CORTISONE ACETATE,,,,1,
